x,y,name
0.148607634,0.340090655,Gorgui Dieng
0.220342782,0.351109042,Shabazz Muhammad
0.690563608,0.258903346,Ricky Rubio
0.397492267,0.702851024,Mike Miller
0.065696238,0.146914646,Darrell Arthur
0.274227231,0.432980429,Will Barton
0.962932465,0.144473046,Jameer Nelson
0.168864933,0.234680785,Jusuf Nurkic
0.159574012,0.56199479,Gary Harris
0.185012523,0.452929468,Kenneth Faried
0.319911437,0.884018667,Wilson Chandler
0.331396714,0.831764526,Danilo Gallinari
0.342180118,0.564280818,Leandro Barbosa
0.153407817,0.505145391,Jared Dudley
0.205070863,0.306122553,John Jenkins
0.822854758,0.338330397,Brandon Knight
0.190646204,0.349232226,Tyson Chandler
0.013093071,0.038981737,Alex Len
0.203333588,0.492687848,P.J. Tucker
0.842938428,0.22531855,Eric Bledsoe
0.349885865,0.786861526,Dirk Nowitzki
0.112744087,0.133242271,Dwight Powell
0.742286144,0.237345388,Deron Williams
0.232840326,0.662338267,Harrison Barnes
0.682321227,0.279771354,J.J. Barea
0.329185254,0.82695415,Wesley Matthews
0.932409584,0.178900325,Devin Harris
0.282477035,0.600802891,Andrew Bogut
0.203464451,0.408622359,Solomon Hill
0.133372773,0.363361939,Terrence Jones
0.348747356,0.653608195,Langston Galloway
0.269112784,0.381581638,E'Twaun Moore
0.168720456,0.364727411,Dante Cunningham
0.146098151,0.206972992,Omer Asik
0.099924948,0.099726928,Alexis Ajinca
0.899422298,0.251626288,Tyreke Evans
0.931468523,0.159838366,Jrue Holiday
0.350794931,0.768820255,Anthony Davis
0.133757489,0.307647234,Quincy Pondexter
0.195482558,0.345552172,James Jones
0.364595662,0.962394929,Richard Jefferson
0.100585339,0.124578374,Chris Andersen
0.186531939,0.3717491,Tristan Thompson
1,0.155675145,Mo Williams
0.261668777,0.576535536,Iman Shumpert
0.358893402,0.831657543,Kevin Love
0.347707383,0.877553832,Mike Dunleavy
0.126825484,0.491377712,Channing Frye
