x,y,name
0.232955155,0.232978393,DeAndre Jordan
0.447549176,0.396071363,Paul Pierce
1,0.548888404,Chris Paul
0.445855847,0.450667119,J.J. Redick
0.640780339,0.142898401,Blake Griffin
0.348759776,0.866572345,Ian Clark
0.273273846,0.322803227,Anderson Varejao
0.26463518,0.394220971,Zaza Pachulia
0.485479551,0.232578044,David West
0.66199273,0.110495371,Kevin Durant
0.505868582,0.504565443,Draymond Green
0.572744491,0.65676948,Shaun Livingston
0.616166537,0.29931643,Andre Iguodala
0.503841411,0.236142534,Klay Thompson
0.824630022,0.397940449,Stephen Curry
0.436765592,0.19561463,David Lee
0.116372687,0.558739311,Dewayne Dedmon
0.672631693,0.5187134,Manu Ginobili
0.554220874,0.126485642,Pau Gasol
0.469675628,0.062433828,LaMarcus Aldridge
0.380842271,0.426973511,Danny Green
0.446900517,0.264980038,Kawhi Leonard
0.364471015,0.730030647,Kyle Anderson
0.484099916,0.717225143,Patty Mills
0.803127451,0.478447637,Tony Parker
0.633273684,0.258495889,Joe Johnson
0.145332969,0.624564553,Jeff Withey
0.413215183,0.706708736,Joe Ingles
0.491619997,0.374133174,Rodney Hood
0.459570073,0.47538765,Alec Burks
0.596365178,0.327386586,Gordon Hayward
0.333011574,0.239520338,Derrick Favors
0.542938453,0.480871473,Boris Diaw
0.544668825,0.408280963,George Hill
0.273780616,0.313640596,Rudy Gobert
0.619772087,0.840295322,Shelvin Mack
0.300111002,0.460059436,Maurice Harkless
0.133754356,0.493972461,Festus Ezeli
0.267581378,0.601440025,Meyers Leonard
0.324494138,0.525527088,Allen Crabbe
0.586696763,0.457004759,Evan Turner
0.236658537,0.378997681,Ed Davis
0.332318159,0.446782123,Al-Farouq Aminu
0.184085921,0.589011297,Noah Vonleh
0.494899684,0.840542649,Shabazz Napier
0.526693915,0.497565066,C.J. McCollum
0.772471928,0.31390205,Damian Lillard
0.321519153,0.396899872,Mason Plumlee
0.221568886,0.270679251,Enes Kanter
0.309845206,0.444904783,Kyle Singler
0.354846722,0.398189897,Jerami Grant
0.33683463,0.446623105,Anthony Morrow
0.622604055,0.302976543,Victor Oladipo
0.228761353,0.37188299,Steven Adams
0.247707142,0.422905284,Nick Collison
0.935408577,0.416443097,Russell Westbrook
0.261325554,0.563193976,Andre Roberson
0.529927996,0.840721439,Bobby Brown
0.427395067,0.296635242,Nene
0.576505822,0.264907624,Eric Gordon
0.335066368,0.245912381,Ryan Anderson
0.295065708,0.613274337,K.J. McDaniels
0.411247861,0.413610708,Corey Brewer
0.494140936,0.438135152,Patrick Beverley
0.447351971,0.345502784,Trevor Ariza
0.740043566,0.316334873,James Harden
0.180542337,0.540118213,Thomas Robinson
0.185615002,0.498447012,Tarik Black
0.548318411,0.361768248,Jordan Clarkson
0.207874661,0.482088098,Timofey Mozgov
0.495147118,0.166553124,Luol Deng
0.57271585,0.530588854,Lou Williams
0.388226165,0.401426308,Nick Young
0.781094439,0.680979176,Jose Calderon
0.721414142,0.460132177,Mike Conley
0.521450571,0.269428203,Chandler Parsons
0.20308603,0.475816083,Brandan Wright
0.250587736,0.534933585,JaMychal Green
0.347477488,0.449856786,Tony Allen
0.517547716,0.195700799,Marc Gasol
0.448537244,0.102077543,Zach Randolph
0.315231083,0.607198319,Vince Carter
0.393905513,0.457039699,Matt Barnes
0.294780087,0.531973304,Anthony Tolliver
0.379228735,0.69451819,Garrett Temple
0.448252022,0.353351065,Arron Afflalo
0.171804278,0.472668869,Kosta Koufos
0.351313842,0.474188626,Omri Casspi
0.679175483,0.495035448,Darren Collison
0.521924212,0.132800112,Rudy Gay
0.396374451,0.382947926,Ben McLemore
0.549987998,0.078499017,DeMarcus Cousins
0.237963074,0.383307839,Jordan Hill
0.336498314,0.49633357,Brandon Rush
0.219203426,0.681056091,Cole Aldrich
0.592698925,0.488542999,Zach LaVine
0.507656857,0.103312105,Andrew Wiggins
0.286389567,0.234107696,Nikola Pekovic
0.324664769,0.343931987,Gorgui Dieng
0.289807188,0.463296101,Shabazz Muhammad
0.874456886,0.615193,Ricky Rubio
0.505081624,0.441028029,Mike Miller
0.258664742,0.496565438,Darrell Arthur
0.41662925,0.591772552,Will Barton
0.736911494,0.600522356,Jameer Nelson
0.259053001,0.460611912,Jusuf Nurkic
0.379082482,0.446926604,Gary Harris
0.309684071,0.204637482,Kenneth Faried
0.443714175,0.25751424,Wilson Chandler
0.454898688,0.249503406,Danilo Gallinari
0.472209916,0.529222876,Leandro Barbosa
0.371791884,0.435366892,Jared Dudley
0.331083431,0.713824532,John Jenkins
0.683813496,0.380621191,Brandon Knight
0.287822997,0.267695163,Tyson Chandler
0.232490923,0.446571605,Alex Len
0.361478974,0.35282784,P.J. Tucker
0.686119561,0.575330243,Eric Bledsoe
0.472360973,0.215788217,Dirk Nowitzki
0.209402755,0.601935473,Dwight Powell
0.894867757,0.525678251,Deron Williams
0.381714748,0.31694553,Harrison Barnes
0.67216105,0.772815924,J.J. Barea
0.464219363,0.255332092,Wesley Matthews
0.700911515,0.590707863,Devin Harris
0.419114591,0.304948747,Andrew Bogut
0.374236778,0.565879428,Solomon Hill
0.305144177,0.342270708,Terrence Jones
0.48742557,0.436849565,Langston Galloway
0.416326743,0.663012833,E'Twaun Moore
0.283266256,0.469160649,Dante Cunningham
0.21196748,0.400515505,Omer Asik
0.18954347,0.590843439,Alexis Ajinca
0.729336233,0.354202177,Tyreke Evans
0.774707642,0.499503083,Jrue Holiday
0.451798462,0.023055659,Anthony Davis
0.291651402,0.565254081,Quincy Pondexter
0.263942498,0.594275598,James Jones
0.485859791,0.302293301,Richard Jefferson
0.194760413,0.440952049,Chris Andersen
0.265391858,0.208385844,Tristan Thompson
0.70515244,0.530838602,Mo Williams
0.426888529,0.452525349,Iman Shumpert
0.482137879,0.088141629,Kevin Love
0.477986001,0.375178078,Mike Dunleavy
0.339122178,0.406832093,Channing Frye
