x,y,name
0.64164978,0.66234394,Devin Harris
0.516225027,0.257307084,Andrew Bogut
0.304153587,0.364947643,Solomon Hill
0.349911533,0.201234422,Terrence Jones
0.424188857,0.454739795,Langston Galloway
0.29269882,0.45546415,E'Twaun Moore
0.207215233,0.22614191,Dante Cunningham
0.312113589,0.113998755,Omer Asik
0.255978543,0.182880958,Alexis Ajinca
0.768475388,0.584107219,Tyreke Evans
0.771810631,0.695266969,Jrue Holiday
0.622292241,0.161721641,Anthony Davis
0.183616767,0.293935506,Quincy Pondexter
0.113638869,0.280520879,James Jones
0.510916185,0.330947223,Richard Jefferson
0.236464971,0.131456182,Chris Andersen
0.392744237,0.08892803,Tristan Thompson
0.684246926,0.655194662,Mo Williams
0.400186176,0.361107073,Iman Shumpert
0.625093444,0.234077287,Kevin Love
0.459464231,0.371053025,Mike Dunleavy
0.32702669,0.240926355,Channing Frye
