x,y,name
0.183558853,0.531573193,Bismack Biyombo
0.429743974,0.846835933,Nikola Vucevic
0.500255899,0.575814041,C.J. Watson
0.820317343,0.438903543,Elfrid Payton
0.292186836,0.584011026,Aaron Gordon
0.339714274,0.818361015,Serge Ibaka
0.329153525,0.640310164,Jodie Meeks
0.644180581,0.519902978,Aaron Brooks
0.44713301,0.901125774,Al Jefferson
0.640704747,0.618113161,Rodney Stuckey
0.219930855,0.484634298,Lavoy Allen
0.696941299,0.640348434,Monta Ellis
0.423824768,0.793156216,Thaddeus Young
0.798500981,0.452698695,Jeff Teague
0.595319675,0.739848933,Paul George
0.327669901,0.607604131,C.J. Miles
0.300355569,0.487745006,Sasha Vujacic
0.798115486,0.448249239,Brandon Jennings
0.242136511,0.495753496,Lance Thomas
0.36898321,0.699039856,Courtney Lee
0.459061168,0.768674552,Joakim Noah
0.263398261,0.482322912,Justin Holiday
0.223380596,0.427608343,Kyle O'Quinn
0.643426686,0.846436062,Carmelo Anthony
0.829909325,0.412287771,Derrick Rose
0.330955615,0.520514303,James Johnson
0.313368401,0.673606645,Udonis Haslem
0.302273228,0.615853677,Derrick Williams
0.29311675,0.576910307,Wayne Ellington
0.277134716,0.760063761,Hassan Whiteside
0.203188225,0.414277692,Luke Babbitt
0.742512814,0.469420107,Goran Dragic
0.429197278,0.538755726,Josh McRoberts
0.495323842,0.952094049,Chris Bosh
0.38112929,0.713873184,Marcus Thornton
0.536959986,0.785747304,Bradley Beal
0.237881139,0.485227683,Jason Smith
0.219258867,0.439679289,Andrew Nicholson
0.163818191,0.386498885,Ian Mahinmi
0.291340268,0.563939856,Otto Porter
0.94590261,0.265941844,John Wall
0.389181855,0.716914176,Markieff Morris
0.319557057,0.698040969,Marcin Gortat
0.693418921,0.560622668,Trey Burke
0.760458862,0.371932528,Sergio Rodriguez
0.441773782,0.721776653,Gerald Henderson
0.394106066,0.715751341,Robert Covington
0.325727914,0.575352317,Nik Stauskas
0.32471272,0.667813294,Hollis Thompson
0.398398891,0.772300563,Nerlens Noel
0.332909779,0.706965157,Ersan Ilyasova
0.293088547,0.617411319,Brandon Bass
0.802704092,0.469991926,Raymond Felton
0.199366452,0.430526541,Marreese Speights
0.624960333,0.673988958,Jamal Crawford
0.288453087,0.634916438,Luc Mbah a Moute
0.329573183,0.640389389,Wesley Johnson
0.405209535,0.636418835,Austin Rivers
0.273472634,0.771423878,DeAndre Jordan
0.417655559,0.697279892,Paul Pierce
1,0.213635135,Chris Paul
0.402698405,0.649289728,J.J. Redick
0.664152433,0.7514272,Blake Griffin
0.321391958,0.394883277,Ian Clark
0.286460742,0.662075028,Anderson Varejao
0.246087102,0.569295203,Zaza Pachulia
0.481831117,0.853393249,David West
0.702837779,0.786316386,Kevin Durant
0.518739128,0.64145975,Draymond Green
0.607643816,0.512848841,Shaun Livingston
0.620390391,0.698893362,Andre Iguodala
0.490012446,0.842476119,Klay Thompson
0.841688659,0.41316823,Stephen Curry
0.452664367,0.841498116,David Lee
0.102344726,0.270455127,Dewayne Dedmon
0.699242379,0.54410431,Manu Ginobili
0.561321279,0.837339052,Pau Gasol
0.485175952,0.958560043,LaMarcus Aldridge
0.345346388,0.644150764,Danny Green
0.438160271,0.783124161,Kawhi Leonard
0.309694488,0.470006002,Kyle Anderson
0.491460339,0.529412539,Patty Mills
0.826128283,0.434680345,Tony Parker
0.644922091,0.705841099,Joe Johnson
0.1314097,0.280055233,Jeff Withey
0.422348714,0.493370366,Joe Ingles
0.465164506,0.711407828,Rodney Hood
0.441405536,0.671111936,Alec Burks
0.596405869,0.660885763,Gordon Hayward
0.340824711,0.759038076,Derrick Favors
0.546217593,0.611306469,Boris Diaw
0.532013666,0.66196557,George Hill
0.244406226,0.639543386,Rudy Gobert
0.694321978,0.49765449,Shelvin Mack
0.282206449,0.580957693,Maurice Harkless
0.125850961,0.340203019,Festus Ezeli
0.225626299,0.458094029,Meyers Leonard
0.269232545,0.537874345,Allen Crabbe
0.599744172,0.650340078,Evan Turner
0.24954611,0.587983139,Ed Davis
0.304810903,0.636761569,Al-Farouq Aminu
0.165154123,0.388537466,Noah Vonleh
0.562418771,0.423292026,Shabazz Napier
0.519524472,0.624398188,C.J. McCollum
0.8075311,0.484535985,Damian Lillard
0.290574611,0.633484939,Mason Plumlee
0.252443914,0.601390331,Enes Kanter
0.291336053,0.605964341,Kyle Singler
0.328129643,0.626772183,Jerami Grant
0.30444827,0.605465238,Anthony Morrow
0.636261194,0.677042003,Victor Oladipo
0.215813891,0.58131564,Steven Adams
0.230112276,0.54459721,Nick Collison
0.93514729,0.313802751,Russell Westbrook
0.207138054,0.450204828,Andre Roberson
0.580687619,0.460140143,Bobby Brown
0.411032469,0.767554439,Nene
0.578321613,0.781968794,Eric Gordon
0.350704773,0.753993802,Ryan Anderson
0.248557875,0.439517149,K.J. McDaniels
0.383578084,0.704546362,Corey Brewer
0.482213724,0.70001716,Patrick Beverley
0.42295279,0.723205087,Trevor Ariza
0.767807736,0.530475982,James Harden
0.151507228,0.353895609,Thomas Robinson
0.180893477,0.434689584,Tarik Black
0.536217446,0.683258193,Jordan Clarkson
