allstar,name,fg_per_g,ws_per_48,mp_per_g,ft_per_g,fg_pct_03_10,def_rtg,usg_pct,pf_per_poss,ast_pct,ows,fga_per_g
-1,Lamar Patterson,0.8,0.025,11.3,0.5,0.5,105,12.8,5.6,13.6,-0.3,2.3
-1,Mike Muscala,1.6,0.04,10.8,0.7,0.308,106,19.3,6.8,5.2,-0.1,3.7
-1,Mike Muscala,2.1,0.179,12.6,0.6,0.429,103,16.7,5.3,8,1.2,3.8
-1,Mike Muscala,1.3,0.136,9.4,0.5,0.632,102,15.5,6.3,9.1,0.7,2.5
-1,Paul Millsap,6.9,0.143,34.3,3.4,0.392,108,22.6,5.5,12.6,5.2,13
-1,Paul Millsap,6.7,0.179,32.8,3.2,0.457,102,23.2,5.5,12.4,4.9,13.5
-1,Paul Millsap,5.5,0.154,30.4,3.4,0.38,104,22.4,5.2,14.5,4.8,11.2
1,Paul Millsap,6.5,0.129,33.5,3.9,0.428,102,25.7,4.3,16.2,2.7,14.1
1,Paul Millsap,6.1,0.166,32.7,3.5,0.428,99,23.8,4.3,15.4,4,12.7
1,Paul Millsap,6.2,0.183,32.7,3.8,0.385,96,24.3,4.4,16.4,4.1,13.2
-1,Kyle Korver,3,0.149,20.1,0.9,0.2,104,18.3,5,12.1,2.7,6.8
-1,Kyle Korver,2.7,0.172,22.6,0.8,0.5,101,15.3,4,11.7,3.1,6.3
-1,Kyle Korver,3.7,0.137,30.5,0.9,0.333,105,14.5,3.9,9.9,4,8.1
-1,Kyle Korver,4.1,0.118,33.9,1.2,0.5,108,14.2,3.1,13.3,3.9,8.6
1,Kyle Korver,3.9,0.148,32.2,1.4,0.231,106,14.4,3,12.1,5,8
-1,Kyle Korver,3.4,0.081,30,0.6,0.308,105,13.7,3.3,9.9,1.2,7.7
1,Al Horford,6.7,0.179,35.1,1.9,0.449,105,19.7,3.8,17.5,6.4,12
-1,Al Horford,5.2,0.18,31.6,2,0.6,100,17.9,3.2,11.7,0.8,9.4
-1,Al Horford,7.8,0.153,37.2,1.8,0.434,102,21.8,3.1,15.3,4.7,14.3
-1,Al Horford,8.2,0.141,33,2,0.47,104,24.7,3,15.2,1.5,14.5
1,Al Horford,6.8,0.179,30.5,1.4,0.408,102,22.2,2.7,18.6,5.1,12.7
1,Al Horford,6.5,0.172,32.1,1.3,0.385,101,20.6,3.1,16.7,4.9,12.8
-1,Tim Hardaway,3.6,0.08,23.1,1.3,0.162,114,19.6,4.1,5.8,2.7,8.5
-1,Tim Hardaway,4,0.023,24,1.8,0.269,114,23.8,3.7,13.5,0.8,10.2
-1,Tim Hardaway,2.2,0.105,16.9,1,0.333,106,16.2,2.7,8.9,0.9,5.2
-1,Kent Bazemore,0.7,0.014,4.4,0.4,0.286,104,25.7,5.1,13.1,-0.3,1.9
-1,Kent Bazemore,2.2,0.011,13.6,1,0.306,108,22.6,5.5,15.7,-0.6,5.1
-1,Kent Bazemore,1.9,0.057,17.7,0.8,0.327,102,15.5,4.9,8.6,-0.4,4.4
-1,Kent Bazemore,4.3,0.094,27.8,1.6,0.276,100,20,4.2,12.7,0.3,9.7
-1,James Young,1.2,0.047,10.7,0.5,0.4,107,15.8,3.3,5.6,0.1,3.3
-1,James Young,0.4,0.013,6.9,0,1,106,9.1,4.2,6,-0.2,1.2
-1,Evan Turner,2.9,0.06,23,1.3,0.356,106,17,4,13.4,0,6.8
-1,Evan Turner,4,0.068,26.4,1.1,0.402,99,20.3,3.7,16.9,-0.6,9.1
-1,Evan Turner,5.4,0.035,35.3,1.9,0.346,106,21.2,3.6,19.7,-0.7,12.8
-1,Evan Turner,5.4,0.027,30.3,2.6,0.371,109,23.2,3.9,17.8,-0.5,12.6
-1,Evan Turner,3.9,0.054,27.6,1.3,0.309,104,19.5,4,30,-0.3,9.1
-1,Evan Turner,4.2,0.085,28,1.8,0.418,104,18.8,3,23.9,1,9.3
-1,Isaiah Thomas,3.9,0.124,25.5,2.4,0.414,113,19.8,3.7,25.6,4.2,8.8
-1,Isaiah Thomas,4.6,0.114,26.9,3.2,0.371,115,23,4,24.6,5.2,10.5
-1,Isaiah Thomas,6.9,0.149,34.7,4.8,0.414,111,26.3,3.8,32.2,6.4,15.2
-1,Isaiah Thomas,5,0.169,25.8,4.5,0.315,109,27.8,4.3,27.2,5,11.9
1,Isaiah Thomas,7.2,0.177,32.2,5.8,0.289,107,29.6,3.1,32.7,7.2,16.9
-1,Jared Sullinger,2.5,0.146,19.8,1,0.302,102,14.9,9,6.2,1.3,5
-1,Jared Sullinger,5.2,0.091,27.6,2.1,0.377,107,24.1,6.3,10.1,1.9,12.1
-1,Jared Sullinger,5.4,0.123,27,1.7,0.42,103,23.6,4.9,14.2,1.9,12.2
-1,Jared Sullinger,4.3,0.121,23.6,1.3,0.399,100,21.8,5.3,15.5,1.3,10
-1,Marcus Smart,2.6,0.077,27,1.2,0.256,104,15.1,4.9,16.3,0.7,7.1
-1,Marcus Smart,3,0.083,27.3,2.1,0.312,103,17.4,5.4,15.8,0.5,8.7
-1,Terry Rozier,0.7,-0.047,8,0.2,0.2,107,17.7,3.6,16.5,-0.6,2.7
-1,Kelly Olynyk,3.3,0.101,20,1.4,0.303,107,21,8.3,13.1,1.5,7.2
-1,Kelly Olynyk,3.9,0.12,22.2,1.5,0.348,102,21.1,7.5,12.2,1.5,8.3
-1,Kelly Olynyk,3.7,0.141,20.2,1.4,0.238,103,20.9,5.7,11.9,2.1,8.1
-1,Jordan Mickey,0.5,0.068,3.6,0.3,0,99,20.5,4.3,2.6,0,1.4
-1,Amir Johnson,3.9,0.146,25.7,1.8,0.381,110,15.3,7.3,6.8,4.4,6.9
-1,Amir Johnson,3.1,0.122,24.3,0.9,0.484,102,14.3,7.2,8.7,1.9,5.3
-1,Amir Johnson,4.1,0.151,28.7,1.7,0.541,104,16.1,6.9,8.7,4.4,7.5
-1,Amir Johnson,4.5,0.136,28.8,1.2,0.478,104,16.4,6.4,8.7,3.2,7.9
-1,Amir Johnson,4,0.124,26.4,1.1,0.467,107,15.7,5.9,9.4,3.5,6.9
-1,Amir Johnson,3.2,0.158,22.8,0.9,0.508,102,13.6,5.8,11.4,3,5.4
-1,Jonas Jerebko,3.3,0.108,22.9,1.6,0.342,106,18.1,5.9,5.1,2,7.1
-1,Jonas Jerebko,2.9,0.107,18.2,1.4,0.327,107,20.2,5.3,8.1,1.2,6.4
-1,Jonas Jerebko,1.5,0.092,11.6,0.7,0.31,110,16,5.8,7.8,1,3.3
-1,Jonas Jerebko,2.3,0.135,16.4,0.7,0.288,105,16.2,5.6,9,2,5.1
-1,Jonas Jerebko,1.5,0.097,15.1,0.8,0.308,104,13.5,5.7,7.4,0.9,3.7
-1,R.J. Hunter,1,0.045,8.8,0.2,0.333,104,15.1,4.5,5.9,-0.1,2.7
-1,Jae Crowder,1.8,0.055,17.3,0.6,0.231,106,15.1,4.8,10,0.2,4.7
-1,Jae Crowder,1.7,0.089,16.1,0.6,0.381,108,13.2,4.1,6.7,1.2,3.8
-1,Jae Crowder,2.8,0.113,20.1,1.3,0.395,104,17.5,4.2,8.6,1.9,6.6
-1,Jae Crowder,4.9,0.152,31.6,2.7,0.246,102,18.5,4.2,8.9,3.8,11.1
-1,Coty Clarke,0.7,0.025,2,0,0,108,35.5,0,0,0,1.3
-1,Avery Bradley,0.7,-0.139,5.2,0.2,0.25,101,26.1,6.6,11.9,-0.8,2.2
-1,Avery Bradley,3.1,0.085,21.4,1,0.2,102,17.9,4.2,10.8,0.6,6.3
-1,Avery Bradley,3.8,0.012,28.7,0.7,0.273,105,18.8,4.7,11.6,-1.3,9.6
-1,Avery Bradley,6,0.046,30.9,1.5,0.284,109,23.2,4,8.1,0.4,13.8
-1,Avery Bradley,5.6,0.049,31.5,1,0.392,107,21,3.7,8.9,0.4,13.1
-1,Avery Bradley,6,0.09,33.4,1.3,0.4,106,19.8,3.2,9.8,2,13.4
-1,Marvin Williams,3.8,0.102,28.7,2.3,0.387,108,17.2,3,7.6,2.3,8.3
-1,Marvin Williams,3.6,0.156,26.3,2,0.375,101,18,3,7.7,2.7,8.2
-1,Marvin Williams,2.7,0.063,23.7,1.1,0.271,109,15.1,3,6.9,1.1,6.4
-1,Marvin Williams,3.5,0.084,25.4,0.9,0.406,110,16.7,4.7,7.7,1.9,8
-1,Marvin Williams,2.7,0.102,26.1,0.8,0.349,103,13.3,3.7,7.8,1.5,6.3
-1,Marvin Williams,4.2,0.161,28.9,1.5,0.527,104,16.8,2.9,7.6,4.7,9.2
-1,Kemba Walker,4.3,0.009,27.2,2.5,0.314,111,25.2,2.3,30.2,-0.2,11.6
-1,Kemba Walker,6.4,0.08,34.9,3.6,0.312,111,25.6,2.8,31.2,3.7,15.2
-1,Kemba Walker,6.2,0.093,35.8,3.9,0.34,105,25.8,2.5,29.7,1.8,15.7
-1,Kemba Walker,6.1,0.101,34.2,3.8,0.378,104,25.9,2.2,27.1,1.8,15.8
-1,Kemba Walker,7,0.165,35.6,4.6,0.336,105,26.5,1.9,25.7,6.3,16.4
-1,Jeremy Lin,1,0.078,9.8,0.7,0.316,103,15.6,5.5,20.4,0,2.5
-1,Jeremy Lin,4.9,0.14,26.9,4.2,0.423,101,28.1,4.3,41,1.3,10.9
-1,Jeremy Lin,4.8,0.099,32.2,2.6,0.318,107,20.8,3.9,29.4,3,10.9
-1,Jeremy Lin,4.2,0.103,28.9,3.1,0.389,109,20.4,4,22.3,2.8,9.3
-1,Jeremy Lin,3.7,0.068,25.8,2.9,0.33,110,21.9,5.1,28.6,1.8,8.8
-1,Jeremy Lin,3.8,0.082,26.3,3.1,0.379,106,22.2,4,18.6,1.3,9.3
-1,Jeremy Lamb,1,0.058,6.4,0.6,0.364,108,24.8,4.5,5.4,0.1,3
-1,Jeremy Lamb,3.4,0.102,19.7,0.7,0.375,105,20.1,4.7,11.8,1.4,7.8
-1,Jeremy Lamb,2.2,0.123,13.5,1,0.459,106,20.5,4.1,10.9,1,5.3
-1,Jeremy Lamb,3.5,0.107,18.6,1,0.45,103,22,4.3,10.9,1,7.7
-1,Michael Kidd-Gilchrist,3.6,0.051,26,1.8,0.276,110,17.9,4.3,10.1,1.1,7.9
-1,Michael Kidd-Gilchrist,2.7,0.098,24.2,1.8,0.313,103,15.2,5,5.4,0.9,5.7
-1,Michael Kidd-Gilchrist,4.1,0.114,28.9,2.7,0.28,103,18.4,3.7,8.2,1.6,8.8
-1,Michael Kidd-Gilchrist,4.7,0.152,29.3,2.9,0.25,106,18,2.2,7.3,0.4,8.7
-1,Frank Kaminsky,2.7,0.093,21.1,1.3,0.408,105,17.1,3.7,9,1.2,6.5
-1,Al Jefferson,8,0.128,35.9,2.7,0.441,108,24.2,4.3,9.2,5.1,16.1
-1,Al Jefferson,8.5,0.173,34,2.2,0.491,103,25.7,3.9,12.1,4.9,17.2
-1,Al Jefferson,7.8,0.143,33.1,2.1,0.464,104,25.3,3.5,12,4.3,15.8
-1,Al Jefferson,9.6,0.146,35,2.6,0.514,100,29.3,3.6,12.8,3.1,18.8
-1,Al Jefferson,7.5,0.113,30.6,1.7,0.445,100,26.3,3.6,11.6,1.3,15.5
-1,Al Jefferson,5.2,0.123,23.3,1.5,0.407,102,24.2,5.4,11.8,1,10.7
-1,Spencer Hawes,3.3,0.066,21.2,0.6,0.425,103,18.9,6.1,11.2,-0.3,7
-1,Spencer Hawes,4.2,0.152,24.9,1.1,0.467,97,20.3,5.8,17.6,1.1,8.6
-1,Spencer Hawes,4.6,0.096,27.2,1.5,0.361,104,20.9,5.5,13.5,1.7,9.9
-1,Spencer Hawes,5,0.088,30.9,1.5,0.341,107,19.6,4.7,15.8,2.2,11
-1,Spencer Hawes,2.2,0.044,17.5,0.6,0.354,104,17.9,6.9,10,-0.3,5.7
-1,Spencer Hawes,2.2,0.09,18.2,0.9,0.358,104,17.1,5.4,16.3,0.6,5.4
-1,Aaron Harrison,0.2,-0.014,4.4,0.2,0,103,13.7,5.4,3,-0.2,0.9
-1,Tyler Hansbrough,4.1,0.118,21.9,2.8,0.392,107,23.1,5.3,4.7,2.2,8.8
-1,Tyler Hansbrough,2.9,0.129,21.8,3.4,0.289,104,20.9,5.8,3.5,2.2,7.3
-1,Tyler Hansbrough,2.2,0.154,16.9,2.7,0.337,101,20.6,5.9,4.4,2.1,5
-1,Tyler Hansbrough,1.5,0.149,15.3,2,0.414,104,15.1,7.1,2.7,1.7,3.1
-1,Tyler Hansbrough,1.2,0.156,14.3,1.3,0.488,107,10.5,6.9,2.8,2.6,2.2
-1,Tyler Hansbrough,0.7,0.134,7.8,0.9,0.182,104,14.7,8,3.5,0.5,1.6
-1,Jorge Gutierrez,1.7,0.048,16.3,0.6,0.143,109,14.1,8,19.4,0.1,3.6
-1,Jorge Gutierrez,1.1,0.088,8.8,0.5,0.5,105,15.2,7.3,19.6,0.1,2.1
-1,Jorge Gutierrez,0.5,0.201,5.3,0.8,1,105,15.6,2.4,40.3,0.2,0.9
-1,Troy Daniels,3,0.15,15,0,0.5,114,19.9,4,11.4,0.2,6.2
-1,Troy Daniels,1.3,0.022,8.4,0.2,0.333,112,21.3,5.1,9.2,0.1,3.5
-1,Troy Daniels,2.1,0.11,11.1,0.1,0.4,107,20.4,4.2,7.6,0.6,4.3
-1,Nicolas Batum,4.6,0.126,31.5,1.7,0.419,108,17.8,4.2,8.1,4.4,10.1
-1,Nicolas Batum,4.9,0.127,30.4,2.3,0.333,107,20.5,3.1,7.9,3.3,10.9
-1,Nicolas Batum,4.8,0.099,38.5,2.4,0.308,109,18.2,2.6,20.3,3.8,11.4
-1,Nicolas Batum,4.6,0.128,36,2,0.378,106,16.5,2.7,20.9,4.8,10
-1,Nicolas Batum,3.4,0.105,33.5,1.2,0.292,103,14.6,2.3,20.5,2,8.5
-1,Nicolas Batum,5.3,0.097,35,2.3,0.396,105,21.4,2.3,26.9,2,12.5
-1,Shayne Whittington,1,0.2,5.4,0.9,0.333,100,23.9,8.6,9.6,0.3,2.1
-1,Shayne Whittington,0.7,-0.009,5.9,0.1,0,103,18.1,8.5,10.9,-0.1,1.6
-1,Myles Turner,4.4,0.109,22.8,1.5,0.464,101,20.9,5.7,5,0.8,8.8
-1,Rodney Stuckey,5.2,0.111,31.2,4.7,0.364,114,24.5,4.4,27.5,4.4,11.8
-1,Rodney Stuckey,4.7,0.131,29.9,4.9,0.408,109,23.7,4.1,22.7,3.8,10.9
-1,Rodney Stuckey,4,0.055,28.6,2.8,0.349,111,21,3.1,20.3,1.7,9.8
-1,Rodney Stuckey,5.1,0.053,26.7,3.3,0.353,113,24.3,3.4,12.7,1.8,11.7
-1,Rodney Stuckey,4.7,0.103,26.4,2.5,0.417,105,23.4,3.6,20.2,1.9,10.6
-1,Rodney Stuckey,3.2,0.077,22,2.3,0.368,105,20.3,3,17.2,0.5,7.6
-1,Glenn Robinson III,0.7,0.012,7.5,0.5,,112,14.9,2.9,7,0,1.9
-1,Glenn Robinson III,1.4,0.078,11.3,0.6,0.476,105,16.1,2.1,7.7,0.2,3.4
-1,C.J. Miles,4.7,0.061,25.2,2,0.352,110,25.1,5.9,11.7,1.2,11.5
-1,C.J. Miles,3.2,0.063,20.4,1.9,0.304,108,22.7,5.6,9.6,0.7,8.3
-1,C.J. Miles,3.9,0.092,21,1.4,0.319,110,23.9,5.3,8.1,1.8,9.4
-1,C.J. Miles,3.5,0.122,19.3,1.3,0.4,107,22,5.4,9.1,1.5,8
-1,C.J. Miles,4.7,0.093,26.3,1.9,0.309,104,23.9,3.7,7.1,1.3,11.8
-1,C.J. Miles,4,0.103,22.9,1.5,0.378,104,22.8,4.8,7,1.2,9.9
-1,Ian Mahinmi,1,0.177,8.7,1.1,0.444,103,15.3,11.3,2.5,1,1.8
-1,Ian Mahinmi,2.1,0.144,18.7,1.5,0.346,101,14.4,8.1,1.7,1.7,3.9
-1,Ian Mahinmi,1.9,0.083,16.5,1.3,0.329,98,17.1,8.1,3.3,-0.4,4.1
-1,Ian Mahinmi,1.2,0.129,16.2,1.2,0.414,97,11.4,8.6,2.9,0.7,2.5
-1,Ian Mahinmi,1.9,0.09,18.8,0.5,0.391,100,12.5,7.7,4.4,0.1,3.5
-1,Ian Mahinmi,3.7,0.163,25.6,1.9,0.486,100,15.7,6,8.9,2.9,6.3
-1,Solomon Hill,0.6,0.08,8.1,0.2,0.5,101,11.3,4.4,7.9,0,1.4
-1,Solomon Hill,3.1,0.072,29,1.9,0.337,105,15.9,3.8,11.9,0.9,7.7
-1,Solomon Hill,1.6,0.117,14.7,0.6,0.353,103,13.2,3.9,9.6,0.8,3.5
-1,Jordan Hill,2.4,0.079,15.6,0.8,0.402,108,17.7,7.1,4,0.8,4.9
-1,Jordan Hill,2.1,0.118,14.1,0.8,0.451,101,17.9,6.8,4.7,0.5,4.2
-1,Jordan Hill,2.7,0.147,15.8,1.4,0.486,105,20.2,6.1,4.7,0.9,5.3
-1,Jordan Hill,4,0.141,20.8,1.7,0.487,108,19.7,5.6,5.9,3.1,7.2
-1,Jordan Hill,5.1,0.055,26.8,1.8,0.403,109,22.7,4.5,9.5,1.1,11.1
-1,Jordan Hill,3.8,0.124,20.7,1.2,0.474,102,20.3,5.1,9.5,1.6,7.5
-1,George Hill,3.8,0.136,28.3,3.1,0.475,108,18.2,3.7,13.6,4,8.3
-1,George Hill,3.4,0.152,25.5,1.8,0.434,105,17.2,4.1,18.8,2.8,7.6
-1,George Hill,5.1,0.177,34.5,2.3,0.455,102,18.8,2.7,23.4,5.9,11.5
-1,George Hill,3.6,0.154,32,1.9,0.548,102,14.8,3.4,17.2,3.8,8.1
-1,George Hill,5.9,0.203,29.5,2.6,0.427,103,23.8,4.5,31.4,3.7,12.4
-1,George Hill,4.4,0.118,34.1,1.5,0.397,106,15.8,2.9,15.5,3.4,10
-1,Paul George,2.9,0.091,20.7,1.3,0.368,104,17.8,5.1,8.3,0.5,6.5
-1,Paul George,4.3,0.148,29.7,2.2,0.367,100,19.3,5.2,13.6,2.8,9.7
1,Paul George,6.2,0.145,37.6,2.8,0.25,97,23.5,4.1,19.6,2.7,14.9
-1,Paul George,7.2,0.178,36.2,5,0.36,97,28.3,3.5,17.9,4.4,17
-1,Paul George,3,-0.008,15.2,1.3,0,99,32.8,6.2,11.8,-0.2,8.2
1,Paul George,7.5,0.157,34.8,5.6,0.415,101,30.4,4.1,20.3,4.4,17.9
-1,Monta Ellis,9.1,0.089,40.3,4.3,0.377,112,28.1,3.2,23.4,4.3,20.1
-1,Monta Ellis,7.8,0.059,36.6,3.8,0.341,109,28.7,3.3,28.6,1.6,17.9
-1,Monta Ellis,7.3,0.071,37.5,3.5,0.323,105,26.3,2.7,27.1,1.2,17.5
-1,Monta Ellis,7,0.078,36.9,4.1,0.377,109,26,3.3,24.8,2.8,15.6
-1,Monta Ellis,7.5,0.065,33.7,2.9,0.391,107,27.9,3.7,20.5,1.4,16.9
-1,Monta Ellis,5.4,0.075,33.8,2,0.478,103,21.2,3.2,22.2,0.4,12.6
-1,Rakeem Christmas,2,0.343,6,0,,112,14.7,8.3,0,0,2
-1,Lavoy Allen,1.9,0.124,15.2,0.3,0.6,98,14.5,6.3,8.4,0.4,4.1
-1,Lavoy Allen,2.6,0.072,21.1,0.5,0.436,106,14.8,5.7,6.7,0.9,5.7
-1,Lavoy Allen,2.1,0.066,16.5,0.5,0.531,108,14.6,5.7,10.1,0.6,4.6
-1,Lavoy Allen,2.2,0.127,17,0.5,0.403,102,15.2,4.9,10.9,1.3,4.7
-1,Lavoy Allen,2.4,0.11,20.2,0.6,0.446,104,13,4.6,7.1,1.6,4.7
-1,Marcus Morris,0.9,-0.083,7.4,0.4,0.25,109,22.2,5,3.7,-0.3,3.2
-1,Marcus Morris,2.9,0.058,19.8,0.9,0.286,108,18.9,5.3,6.4,0.6,6.8
-1,Marcus Morris,3.5,0.111,22,1.5,0.34,107,19.9,4.4,7.6,2.3,7.9
-1,Marcus Morris,4.1,0.093,25.2,0.9,0.384,107,19,4.6,10.2,2.2,9.4
-1,Marcus Morris,5.1,0.091,35.7,2.5,0.34,108,18.4,3,11,2.9,11.8
-1,Jodie Meeks,3.3,0.12,27.9,2.1,0.323,108,15.7,2.5,5.7,3.2,7.7
-1,Jodie Meeks,2.9,0.12,24.9,1.2,0.435,103,15.2,2.7,5,2.1,7.1
-1,Jodie Meeks,2.6,0.085,21.3,1.1,0.226,109,16.7,3.1,6.4,1.9,6.8
-1,Jodie Meeks,5.4,0.084,33.2,2.9,0.323,113,19.1,2.3,8.5,3.8,11.6
-1,Jodie Meeks,3.7,0.103,24.4,2.4,0.347,109,20.1,2.7,8.8,2.2,8.9
-1,Jodie Meeks,2.3,0.107,14.3,1.3,0,111,23.1,2.3,11.3,0.1,6.7
-1,Stanley Johnson,3.1,0.018,23.1,1.1,0.308,106,19.6,5.3,10.8,-1.3,8.2
-1,Reggie Jackson,1.1,0.011,11.1,0.6,0.353,105,18.7,3.2,21.2,-0.4,3.5
-1,Reggie Jackson,2.1,0.121,14.2,0.7,0.519,104,18.6,4.3,19.3,1.2,4.6
-1,Reggie Jackson,5,0.104,28.5,2,0.417,106,22.6,3.1,23.1,2.3,11.5
-1,Reggie Jackson,5.6,0.104,29.5,2.4,0.418,108,24.6,3.7,34.8,3.3,12.9
-1,Reggie Jackson,6.8,0.136,30.7,3.7,0.381,108,29.1,3.9,36.3,4.9,15.7
-1,Darrun Hilliard,1.4,0.066,10.1,0.8,0.077,108,19.1,3.7,10.9,0.2,3.4
-1,Justin Harper,0.6,-0.145,6,0,0,104,20.9,3.2,3.9,-0.3,2.2
-1,Justin Harper,0.8,0.039,7,0.2,,110,16,4.3,0,0,2
-1,Andre Drummond,3.5,0.172,20.7,1,0.3,99,17.2,6.1,4.1,2.2,5.7
-1,Andre Drummond,5.9,0.182,32.3,1.7,0.379,104,16.7,5.3,2.2,6.4,9.5
-1,Andre Drummond,6,0.147,30.5,1.7,0.345,100,22,5.9,3.9,3.4,11.7
1,Andre Drummond,6.8,0.133,32.9,2.6,0.409,98,24.1,4.6,4.4,2,13.1
-1,Spencer Dinwiddie,1.5,0.009,13.4,0.9,0.269,107,21.1,6,34.9,-0.3,5
-1,Spencer Dinwiddie,1.6,0.028,13.3,1.6,0.1,109,20.7,6.3,20.9,0,4.5
-1,Kentavious Caldwell-Pope,2.3,0.055,19.8,0.6,0.333,111,13.9,4.6,5,1,5.8
-1,Kentavious Caldwell-Pope,4.8,0.052,31.5,1.3,0.26,109,19.5,3.2,6.8,1.1,11.9
-1,Kentavious Caldwell-Pope,5.3,0.092,36.7,2.4,0.333,107,18.2,3,7.8,2.6,12.6
-1,Reggie Bullock,1,0.019,9.2,0.2,0.333,108,15.4,3.3,4.3,-0.2,2.8
-1,Reggie Bullock,0.7,0.019,9.4,0.2,0,106,10.9,2.8,3.2,-0.2,1.9
-1,Reggie Bullock,1.2,0.134,11.6,0.4,0.4,107,11.4,3.4,9.2,0.8,2.6
-1,Steve Blake,1.4,0.055,20,0.3,0.125,108,11.3,3.3,15,0.3,3.9
-1,Steve Blake,1.9,0.04,23.3,0.4,0.412,108,13,3.2,21,0.2,5.1
-1,Steve Blake,2.5,0.097,26.1,0.6,0.278,109,13.2,3.6,21.9,1.6,6
-1,Steve Blake,2.4,0.058,27.2,0.6,0.286,109,13.8,2.8,28.8,0.7,6.4
-1,Steve Blake,1.5,0.066,18.9,0.4,0.154,107,13.2,3.9,26.2,0.7,4
-1,Steve Blake,1.6,0.053,17,0.3,0.25,108,14.6,3.6,29.5,0.3,4.1
-1,Aron Baynes,1.1,0.05,8.8,0.4,0.417,103,17.1,8.3,5.2,0,2.3
-1,Aron Baynes,1.3,0.055,9.3,0.4,0.391,105,19.2,7.9,9.9,-0.1,3.1
-1,Aron Baynes,2.6,0.166,16,1.3,0.506,103,17.8,7.4,4.9,2.3,4.7
-1,Aron Baynes,2.4,0.158,15.2,1.6,0.434,104,18.5,6.2,6.6,2.4,4.7
-1,Joel Anthony,0.7,0.107,19.5,0.6,0.4,104,5.3,7,2.2,1.2,1.3
-1,Joel Anthony,1.3,0.122,21.1,0.8,0.392,100,7.8,4.9,1,1.2,2.4
-1,Joel Anthony,0.6,0.1,9.1,0.3,0.292,103,8.6,4.6,3.1,0.4,1.1
-1,Joel Anthony,0.4,0.044,5.6,0.1,0.417,107,9.3,4.7,1.6,0,1
-1,Joel Anthony,0.7,0.142,8.3,0.3,0.304,100,9.1,7,1.8,0.5,1.3
-1,Joel Anthony,0.3,0.177,5.1,0.3,0,99,7,7.9,1.4,0.2,0.5
1,Derrick Rose,8.8,0.208,37.4,5.9,0.374,103,32.2,2.4,38.7,8.3,19.7
1,Derrick Rose,7.7,0.211,35.3,5,0.457,101,30.5,2,40.3,4.1,17.8
-1,Derrick Rose,5.8,-0.036,31.1,2.7,0.243,105,31.5,2.6,26.2,-0.6,16.4
-1,Derrick Rose,6.6,0.038,30,3,0.519,108,31.7,2.1,30.7,0,16.4
-1,Derrick Rose,6.8,0.009,31.8,2.2,0.423,110,27.3,2,25.5,-0.8,15.9
-1,Bobby Portis,3,0.066,17.8,0.8,0.372,106,20.7,4.5,7.5,0.3,7
-1,Joakim Noah,4.4,0.205,32.8,2.9,0.408,97,16.8,5.3,10.7,3.1,8.4
-1,Joakim Noah,3.9,0.223,30.4,2.4,0.345,96,15.8,4.5,12.7,4.9,7.7
1,Joakim Noah,4.6,0.145,36.8,2.7,0.303,99,17.2,4.1,17.6,2.7,9.5
1,Joakim Noah,4.8,0.19,35.3,3.1,0.345,96,18.7,4.6,26.4,4.5,10
-1,Joakim Noah,2.8,0.13,30.6,1.6,0.36,102,13.7,5.1,23,2.4,6.4
-1,Joakim Noah,1.8,0.079,21.9,0.8,0.192,101,14.2,6.1,24.2,0,4.6
-1,E'Twaun Moore,1.1,0.031,8.7,0.2,0.294,101,19.9,5.3,17,-0.3,3
-1,E'Twaun Moore,3.2,0.006,22.4,0.6,0.541,111,19.7,3.8,19.1,-0.4,8
-1,E'Twaun Moore,2.5,0.055,19.1,0.7,0.471,109,16.4,3.6,11.8,0.6,5.8
-1,E'Twaun Moore,1.1,0.08,9,0.2,0.531,106,14.4,4.6,10.4,0.3,2.5
-1,E'Twaun Moore,3.2,0.07,21.4,0.4,0.485,109,15.9,4.1,12.1,0.9,6.6
-1,Nikola Mirotic,3.1,0.165,20.2,2.8,0.191,101,22.8,5.4,9.7,3,7.6
-1,Nikola Mirotic,3.8,0.115,24.9,2.2,0.222,104,21.1,4.6,9.4,1.8,9.2
-1,Doug McDermott,1.2,-0.005,8.9,0.3,0.125,108,18.3,4.7,3,-0.3,3
-1,Doug McDermott,3.6,0.073,23,0.9,0.37,112,17.3,3.4,5,2.1,8
-1,Justin Holiday,1.8,-0.042,15.8,0.7,0.667,107,19.6,2.6,16,-0.3,5.3
-1,Justin Holiday,1.5,0.092,11.1,0.6,0.294,101,18.8,4,10.1,0.2,4
-1,Justin Holiday,1.7,0.04,14.6,0.5,0.25,105,16.2,3.9,10.7,-0.3,4.3
-1,Kirk Hinrich,3.9,0.068,30,1.5,0.493,111,16.7,4.5,21.1,1.8,8.7
-1,Kirk Hinrich,2.5,0.069,25.8,0.5,0.375,104,13.9,4.3,16.3,0.4,6.1
-1,Kirk Hinrich,2.7,0.085,29.4,1.2,0.268,105,14.7,5.8,27.5,1,7
-1,Kirk Hinrich,3.3,0.085,29,1.3,0.319,102,17.3,5.1,22.6,0.4,8.5
-1,Kirk Hinrich,2.2,0.03,24.4,0.5,0.333,108,13.3,4.6,13.8,-0.3,5.8
-1,Kirk Hinrich,1.1,0.044,13.7,0.3,0.286,109,11.6,5.1,16,0.1,2.8
-1,Taj Gibson,2.9,0.143,21.8,1.3,0.352,98,16.8,6.2,5.3,1.4,6.3
