allstar,name,fg_per_g,ws_per_48,mp_per_g,ft_per_g,fg_pct_03_10,def_rtg,usg_pct,pf_per_poss,ast_pct,ows,fga_per_g
-1,Brook Lopez,7.9,0.105,35.2,4.7,0.495,110,27.3,4.4,8.8,4.4,16
-1,Brook Lopez,7.6,0.091,27.2,4,0.528,113,32.7,3.1,10.2,0.3,15.4
1,Brook Lopez,7.7,0.191,30.4,4,0.422,105,28.6,3.6,6.4,6.4,14.8
-1,Brook Lopez,7.6,0.211,31.4,5.5,0.5,108,27.1,5.1,6.1,1.9,13.5
-1,Brook Lopez,7,0.159,29.2,3.1,0.458,105,26.3,5.1,4.5,4.7,13.7
-1,Brook Lopez,8.1,0.121,33.7,4.3,0.477,109,27.3,4.4,10.8,4.5,15.8
-1,Shane Larkin,1.1,-0.01,10.2,0.3,0.452,110,17.4,4.8,20.4,-0.4,2.9
-1,Shane Larkin,2.5,0.045,24.5,0.8,0.355,110,13.6,4.2,19.4,0.8,5.7
-1,Shane Larkin,2.8,0.039,22.4,1.1,0.427,110,17.7,3.5,29.3,0.5,6.4
-1,Sergey Karasev,0.5,-0.041,7.1,0.4,0.5,110,14.4,7.3,5.6,-0.2,1.6
-1,Sergey Karasev,1.6,0.061,16.8,0.9,0.45,109,14.4,4.2,12.3,0.3,4.1
-1,Sergey Karasev,0.8,0.031,10,0.7,0.8,114,12.1,3.4,12.2,0.2,1.9
1,Joe Johnson,7.1,0.08,35.5,2.7,0.505,110,26.3,2.8,24,2.5,16.1
1,Joe Johnson,7.1,0.145,35.5,2.6,0.494,105,24.9,1.9,19.7,4.4,15.5
-1,Joe Johnson,6.2,0.092,36.7,1.8,0.488,111,21.7,2,16.7,3.9,14.6
1,Joe Johnson,5.8,0.091,32.6,2,0.502,112,22.3,2.6,15,3.9,12.9
-1,Joe Johnson,5.6,0.07,34.9,1.8,0.524,110,20.3,2.2,17.1,2.6,12.8
-1,Joe Johnson,4.7,0.048,33.4,1.5,0.474,113,17.9,2.7,18,1.9,10.6
-1,Jarrett Jack,3.1,0.066,20.7,2.2,0.361,109,23,3.2,23.3,0.9,7.7
-1,Jarrett Jack,5.9,0.119,34,2.9,0.468,108,23.3,3.3,34,2.9,13
-1,Jarrett Jack,4.9,0.115,29.7,2.1,0.442,108,21,2.9,29.9,3.9,10.8
-1,Jarrett Jack,3.6,0.049,28.2,1.6,0.479,110,17.8,3,22.7,0.9,8.7
-1,Jarrett Jack,4.5,0.055,28,2.5,0.503,109,22.6,3.3,27.3,1.1,10.2
-1,Jarrett Jack,4.4,0.043,32.1,3.1,0.319,112,21.7,3.8,35,0.5,11.2
-1,Rondae Hollis-Jefferson,2.2,0.094,21.2,1.3,0.158,105,13.5,5,10.1,0.5,4.8
-1,Wayne Ellington,2.6,0.01,19,0.7,0.309,115,17.1,3.6,9.4,0.1,6.4
-1,Wayne Ellington,2.4,0.041,19.1,0.6,0.3,109,15.8,3,5.5,0.3,5.9
-1,Wayne Ellington,2.9,0.093,21.3,0.9,0.267,109,16.8,2.6,10.1,2.1,6.8
-1,Wayne Ellington,1.2,0.084,8.7,0.2,0.111,110,16.4,4.3,7.1,0.4,2.8
-1,Wayne Ellington,3.9,0.034,25.8,0.8,0.286,114,18.5,2.3,10.2,1.1,9.5
-1,Wayne Ellington,2.9,0.025,21.3,0.7,0.32,113,17.5,2.6,7.8,0.5,7.4
-1,Markel Brown,1.6,0.031,16.6,1,0.348,107,15.3,3.8,7.4,-0.2,4.5
-1,Markel Brown,2,0.031,15.8,1.1,0.314,111,18.9,4.8,13.9,0.2,5.2
-1,Bojan Bogdanovic,3.3,0.062,23.8,1.1,0.387,111,17.2,2.9,5.8,1.7,7.4
-1,Bojan Bogdanovic,4.1,0.021,26.8,1.4,0.336,115,19.4,2.8,7.3,0.9,9.5
-1,Andrea Bargnani,8,0.052,35.7,4.3,0.432,115,28.2,3.5,8.8,2.2,17.8
-1,Andrea Bargnani,6.7,0.104,33.3,4.9,0.42,106,28.7,2.7,11.6,1.3,15.6
-1,Andrea Bargnani,4.9,0.007,28.7,1.9,0.4,109,23.8,3.4,6.6,-0.5,12.2
-1,Andrea Bargnani,5.3,0.058,29.9,2,0.434,110,22.4,4.2,6.1,0.8,12
-1,Andrea Bargnani,5.7,0.058,27.1,3,0.441,113,26.4,3.6,11.3,0.8,12.4
-1,Andrea Bargnani,2.8,0.013,13.8,1,0.471,115,23.2,4.8,4.8,0.1,6.1
-1,Christian Wood,1.3,0.097,8.5,0.8,0.111,107,19.4,3.7,3.5,0.2,3.1
-1,Hollis Thompson,2.2,0.055,22.6,0.7,0.25,112,11.3,4,6.1,1.4,4.8
-1,Hollis Thompson,3.2,0.07,25,0.9,0.319,108,15.9,4,8.4,1.3,7.6
-1,Hollis Thompson,3.5,0.026,28,0.9,0.371,113,16.2,4.3,7.4,0.7,8.8
-1,Nik Stauskas,1.5,0.021,15.4,0.8,0.24,113,14.2,4.1,9,0.3,4.1
-1,Nik Stauskas,2.9,0.012,24.8,1.2,0.29,113,16.7,3.1,12,0,7.5
-1,Jahlil Okafor,7.5,0.037,30,2.5,0.463,110,27.3,4.3,8.2,0.3,14.7
-1,Nerlens Noel,4,0.083,30.8,1.9,0.288,99,17,4.5,9.8,-0.2,8.7
-1,Nerlens Noel,4.6,0.074,29.3,2,0.306,103,18.8,4.8,10.5,0.3,8.8
-1,T.J. McConnell,2.7,0.058,19.8,0.3,0.478,108,17,3.5,37.2,0.6,5.7
-1,Kendall Marshall,1.2,-0.012,14.6,0.2,0.167,112,13.6,3.5,29.4,-0.4,3.1
-1,Kendall Marshall,3.1,0.029,29,0.4,0.308,113,16.3,2.4,44.3,0.6,7.8
-1,Kendall Marshall,1.6,0.088,14.9,0.3,0.308,105,15.1,3.2,31.1,0.3,3.6
-1,Kendall Marshall,1.4,-0.064,13.3,0.3,0.267,112,18.3,3.7,28.4,-0.7,3.9
-1,Carl Landry,4.5,0.098,26.4,2.8,0.457,110,20.5,5,5.2,2.8,9
-1,Carl Landry,4.4,0.139,24.4,3.6,0.426,107,24,4.8,7.1,2.2,8.8
-1,Carl Landry,4,0.159,23.2,2.8,0.348,106,20,5.1,5.6,4.3,7.4
-1,Carl Landry,1.7,0.088,12.9,0.8,0.375,110,14.5,7.4,3.4,0.3,3.3
-1,Carl Landry,2.7,0.112,17,1.8,0.32,111,18.1,5.6,3.6,2.3,5.3
-1,Carl Landry,3.9,0.176,15.8,1.9,0.357,110,24,5.9,11.1,1.8,6.9
-1,Richaun Holmes,2.2,0.103,13.8,1,0.214,109,17.9,6.4,8,1,4.4
-1,Jerami Grant,1.9,0.019,21.2,1.8,0.111,106,16.5,5.2,9.4,-0.9,5.4
-1,Jerami Grant,3.3,0.05,26.8,2.8,0.209,108,18,5.1,10.4,0.5,7.8
-1,Robert Covington,0.9,0.122,4.9,0,0.5,106,19.3,4.4,0,0.1,2
-1,Robert Covington,4.3,0.097,27.9,2.5,0.271,104,21.8,4.8,9.8,1.6,10.8
-1,Robert Covington,4.1,0.05,28.4,2.1,0.237,106,21.5,6,8.4,-0.1,10.6
-1,Isaiah Canaan,1.4,0.031,11.5,1,0.25,109,21,4.9,13.2,0,4
-1,Isaiah Canaan,3.1,0.072,20,1,0.4,108,21.6,4.4,18.7,0.8,8
-1,Isaiah Canaan,3.4,0.035,25.5,1.9,0.261,113,19.9,3.3,11.3,0.9,9.4
-1,Elton Brand,5.4,0.073,30.2,2.3,0.447,109,21.7,5.3,7.9,1.6,11.3
-1,Elton Brand,6.2,0.161,34.7,2.6,0.439,103,19.7,4.5,7.1,5.1,12.1
-1,Elton Brand,4.8,0.168,28.9,1.4,0.49,96,18.9,5.4,9.2,2.5,9.7
-1,Elton Brand,3.1,0.107,21.2,0.9,0.479,102,17.2,6.4,7.1,1.2,6.6
-1,Elton Brand,2.5,0.121,19.4,0.8,0.357,103,13.9,6.9,8.1,1.4,4.5
-1,Elton Brand,1.2,0.07,13.5,0.3,0.444,101,11.6,5.7,6.4,-0.1,2.6
-1,Jason Thompson,3.6,0.079,23.3,1.6,0.415,109,17.9,6.1,7.9,1.4,7.1
-1,Jason Thompson,3.7,0.114,25.9,1.7,0.473,109,15.5,4.6,7.5,3.1,6.9
-1,Jason Thompson,4.6,0.075,27.9,1.7,0.437,111,18.2,5.1,6,2.7,9.1
-1,Jason Thompson,3.1,0.064,24.5,1,0.433,108,14.4,6.4,4.1,0.9,6
-1,Jason Thompson,2.5,0.057,24.6,1.1,0.441,108,12.7,6,6.5,0.9,5.3
-1,Jason Thompson,1.1,0.165,10,0.8,0.414,102,13.9,8.6,8.5,0.9,2.3
-1,Marreese Speights,2.3,0.11,11.5,0.9,0.316,104,22.8,8.6,7,0.7,4.5
-1,Marreese Speights,3.7,0.096,22.4,1.4,0.37,102,20.5,5.8,6,0.9,8.1
-1,Marreese Speights,3.3,0.104,16.5,1.7,0.279,104,25.8,7.1,6.5,1.1,7.4
-1,Marreese Speights,2.5,0.103,12.4,1.4,0.419,103,25.4,7.5,5.3,0.6,5.6
-1,Marreese Speights,4.2,0.158,15.9,2,0.419,102,29.1,7.6,9.9,2.2,8.5
-1,Marreese Speights,2.7,0.102,11.6,1.3,0.358,103,29.7,6.8,11.4,0.5,6.3
-1,Brandon Rush,3.2,0.07,26.2,1.2,0.209,108,15.9,3.1,5.6,0.9,7.7
-1,Brandon Rush,3.6,0.099,26.4,1,0.31,110,15.4,1.9,7.9,2.9,7.2
-1,Brandon Rush,3,0.051,12.5,1,0,113,23.9,10.2,14.5,0,4.5
-1,Brandon Rush,0.8,-0.05,11,0.1,0.429,114,12.3,3.9,8.5,-0.5,2.4
-1,Brandon Rush,0.3,-0.056,8.2,0.2,0.4,103,11.2,4.9,5.4,-0.7,1.6
-1,Brandon Rush,1.5,0.09,14.7,0.3,0.25,106,12.5,2.6,7,0.8,3.6
-1,James Michael McAdoo,1.6,0.177,9.1,0.9,0.091,99,19.4,7.5,2.1,0.2,2.9
-1,James Michael McAdoo,1.1,0.146,6.4,0.6,0.105,104,20.1,7.2,9.2,0.5,2
-1,Kevon Looney,0.8,0.192,4.2,0,0,105,16.5,4.6,0,0.1,1.4
-1,Shaun Livingston,2.5,0.073,17.3,1.5,0.443,108,20.1,4.6,22.5,0.7,5.4
-1,Shaun Livingston,2.2,0.055,18.8,1.1,0.448,108,15,3.7,16.6,0.7,4.7
-1,Shaun Livingston,2.5,0.086,22,1.3,0.4,109,14.3,4.5,23.2,1.7,5.2
-1,Shaun Livingston,3.1,0.108,26,2.1,0.467,108,16.1,4.6,20.1,2.6,6.4
-1,Shaun Livingston,2.5,0.107,18.8,0.8,0.362,104,15.9,3.7,24.2,1.5,5.1
-1,Shaun Livingston,2.6,0.145,19.5,1,0.434,106,14.2,4.5,21,2.9,4.9
-1,Andre Iguodala,5,0.13,36.9,3.1,0.254,104,19.2,2.3,26.4,3.3,11.3
1,Andre Iguodala,4.6,0.158,35.6,2,0.362,98,17.7,2.2,23.7,3.1,10.2
-1,Andre Iguodala,5,0.097,34.7,1.9,0.329,105,18.8,2.3,22.4,2.4,11
-1,Andre Iguodala,3.5,0.135,32.4,1.4,0.348,103,13.3,2.5,18.2,2.7,7.3
-1,Andre Iguodala,3,0.117,26.9,0.9,0.286,103,13.3,2.4,14.6,2.3,6.4
-1,Andre Iguodala,2.7,0.122,26.6,0.8,0.348,105,12.1,2.8,16.3,2.3,5.7
-1,Draymond Green,1.1,0.028,13.4,0.6,0.176,102,14,7.6,7,-0.9,3.3
-1,Draymond Green,2.3,0.119,21.9,1,0.25,98,14.8,6.4,11.9,0.7,5.6
-1,Draymond Green,4.3,0.163,31.5,1.7,0.207,97,17.2,5,16.1,3.3,9.7
1,Draymond Green,5,0.19,34.7,2.8,0.339,100,18.8,4.1,29,6,10.1
-1,Festus Ezeli,0.9,0.066,14.4,0.6,0.327,103,10.7,7.1,2.7,0,2.2
-1,Festus Ezeli,1.7,0.159,11,1.1,0.491,99,17.7,7.5,2.5,0.8,3
-1,Festus Ezeli,2.7,0.171,16.7,1.5,0.339,101,18.2,5.9,5.8,1.4,5
-1,Stephen Curry,6.8,0.128,33.6,2.9,0.439,112,24.4,4.7,28.1,5.4,14.2
-1,Stephen Curry,5.6,0.144,28.2,1.5,0.267,108,24,4.4,32.3,1.8,11.4
-1,Stephen Curry,8,0.18,38.2,3.4,0.343,107,26.4,3.4,31.1,8.4,17.8
1,Stephen Curry,8.4,0.225,36.5,3.9,0.412,104,28.3,3.4,39.9,9.3,17.7
1,Stephen Curry,8.2,0.288,32.7,3.9,0.458,101,28.9,3,38.6,11.5,16.8
1,Stephen Curry,10.2,0.318,34.2,4.6,0.422,103,32.6,2.9,33.7,13.8,20.2
-1,Ian Clark,1.1,-0.025,7.5,0.2,0.364,111,22.4,7.3,14.7,-0.2,2.9
-1,Ian Clark,0.6,0.05,6.4,0.3,0.143,106,16,5.5,9.7,0,1.8
-1,Ian Clark,1.3,0.075,8.8,0.4,0.357,106,19.5,4.8,15.3,0.3,3.1
-1,Andrew Bogut,5.6,0.112,35.3,1.5,0.403,97,19.6,5.1,10.4,0.3,11.4
-1,Andrew Bogut,5.1,0.062,30.3,1.2,0.282,100,20.6,5.1,13.7,-0.1,11.3
-1,Andrew Bogut,2.6,0.106,24.6,0.6,0.313,100,13.4,5.5,12.5,0.4,5.8
-1,Andrew Bogut,3.5,0.176,26.4,0.3,0.442,96,12.4,5.9,9.3,2.4,5.6
-1,Andrew Bogut,3,0.159,23.6,0.3,0.48,97,13.2,5.8,15.4,1.9,5.3
-1,Andrew Bogut,2.5,0.18,20.7,0.3,0.375,99,11.4,7.4,14.8,2.6,4
-1,Harrison Barnes,3.4,0.065,25.4,1.8,0.359,107,17.7,3.5,7.3,0.9,7.8
-1,Harrison Barnes,3.5,0.07,28.3,1.7,0.386,105,16.8,3.6,7.6,0.4,8.7
-1,Harrison Barnes,3.9,0.139,28.3,1.3,0.325,104,14.9,3.1,6.9,3.7,8
-1,Harrison Barnes,4.5,0.116,30.9,1.5,0.409,107,15.9,3.2,7.8,3.1,9.6
-1,Leandro Barbosa,5.1,0.052,24.1,1.9,0.313,115,25.6,4.2,14.6,1.4,11.3
-1,Leandro Barbosa,4.2,0.06,21.6,1.6,0.384,106,26.5,5.2,13.3,0.5,10
-1,Leandro Barbosa,2,0.086,12.5,0.8,0.343,106,21.4,5.2,19,0.4,4.7
-1,Leandro Barbosa,2.8,0.058,18.4,1.6,0.25,110,20,4.1,13.4,0.2,6.6
-1,Leandro Barbosa,2.8,0.137,14.9,0.9,0.377,104,20.5,4.3,14.9,1.6,5.8
-1,Leandro Barbosa,2.5,0.092,15.9,0.8,0.255,106,18.1,4.8,10.6,0.9,5.4
-1,Jonathon Simmons,2.2,0.119,14.8,1.3,0.34,102,18.9,6.5,10.4,0.7,4.4
-1,Tony Parker,7.1,0.156,32.4,3,0.51,108,25.5,2.8,35.2,5.8,13.7
1,Tony Parker,7.1,0.177,32.1,3.8,0.453,106,27.7,2,40.3,5.5,14.8
1,Tony Parker,7.9,0.206,32.9,4.2,0.476,106,27.7,2.2,40.4,7.1,15.1
1,Tony Parker,6.7,0.141,29.4,2.9,0.426,107,26.5,2.2,31.7,3.9,13.4
-1,Tony Parker,5.9,0.1,28.7,1.9,0.522,107,24.5,2.8,28.7,2.4,12.2
-1,Tony Parker,4.9,0.142,27.5,1.8,0.431,103,21.2,2.9,29.1,2.9,9.9
-1,Patty Mills,2.1,0.044,12.2,0.6,0.385,111,24.5,4.4,24.3,0.2,5.1
-1,Patty Mills,3.9,0.161,16.3,0.9,0.364,105,28.4,2.8,25.9,0.6,8.1
-1,Patty Mills,1.9,0.109,11.3,0.3,0.364,105,20.2,4.3,14.9,0.7,4.2
-1,Patty Mills,3.8,0.175,18.9,0.9,0.467,104,22.6,3.8,15.3,3.4,8.2
-1,Patty Mills,2.5,0.087,15.7,0.6,0.286,105,22.1,3.7,16.9,0.6,6.6
-1,Patty Mills,3.2,0.139,20.5,0.6,0.294,102,19.7,3.1,20.1,2.2,7.6
-1,Boban Marjanovic,1.9,0.325,9.4,1.6,0.5,96,22.8,5.4,6.6,2.3,3.2
-1,Kawhi Leonard,3.1,0.171,24,1.1,0.394,101,14.5,3,6.6,3.1,6.3
-1,Kawhi Leonard,4.5,0.166,31.2,1.8,0.438,99,16.4,2.8,7.7,3,9.1
-1,Kawhi Leonard,5.1,0.193,29.1,1.5,0.505,98,18.3,3.3,10.4,3.8,9.8
-1,Kawhi Leonard,6.2,0.204,31.8,3.2,0.426,96,23,3.2,13,4.2,12.8
-1,Kawhi Leonard,7.7,0.277,33.1,4.1,0.472,96,25.8,2.9,13,8.3,15.1
-1,Danny Green,2.1,0.076,11.5,0,0.75,107,20,4,3.6,0,4.4
-1,Danny Green,3.2,0.142,23.1,1.2,0.246,103,17.6,3.6,8.3,2.5,7.2
-1,Danny Green,3.7,0.128,27.5,0.8,0.313,102,16.6,2.9,9.5,2.6,8.3
-1,Danny Green,3.2,0.122,24.3,0.7,0.45,101,16.7,3.3,8.9,1.4,7.4
-1,Danny Green,4,0.163,28.5,1.4,0.465,100,17.5,3.6,10.3,4,9.1
-1,Danny Green,2.7,0.099,26.1,0.4,0.25,99,14.6,3.5,9.3,0.2,7.1
1,Manu Ginobili,5.5,0.195,30.3,4.5,0.416,105,26,3.5,26.4,6.6,12.7
-1,Manu Ginobili,4.4,0.257,23.3,2.6,0.469,104,22.7,3.7,30.3,3.4,8.4
-1,Manu Ginobili,3.8,0.155,23.2,2.7,0.344,100,25.2,4.2,30.6,2.1,9
-1,Manu Ginobili,4.3,0.176,22.8,2.4,0.476,103,24.7,4.2,29,3.3,9.2
-1,Manu Ginobili,3.6,0.111,22.7,2.1,0.449,102,23.9,4.5,28.6,1.4,8.4
-1,Manu Ginobili,3.4,0.16,19.6,1.6,0.45,98,23.6,4.5,23.6,1.5,7.5
1,Tim Duncan,7.5,0.201,34,4.3,0.433,97,28.2,3.8,15.7,4.9,15.1
-1,Tim Duncan,7.4,0.191,33.7,4.5,0.353,100,28.5,3.7,19.3,5,14.8
1,Tim Duncan,7.2,0.215,31.3,3.5,0.417,101,26,3.3,17.8,6.4,13.9
-1,Tim Duncan,5.5,0.171,28.4,2.4,0.451,100,22.9,2.9,15.7,3.7,11
1,Tim Duncan,6.2,0.174,28.2,3,0.454,99,26.2,3.1,13.5,3,12.6
-1,Tim Duncan,7.1,0.191,30.1,3.6,0.458,95,27.8,2.9,15.5,3.4,14.1
-1,Boris Diaw,4.6,0.082,33.9,1,0.5,109,16.8,3.7,20.6,2.4,9.4
-1,Boris Diaw,2.7,0.019,25,0.4,0.411,108,15.5,4.6,23.8,-0.3,6.2
-1,Boris Diaw,2.4,0.124,22.8,0.6,0.451,103,12,4.3,15,2.2,4.4
-1,Boris Diaw,3.8,0.12,25,0.9,0.523,104,17,3.6,16.3,2.3,7.3
-1,Boris Diaw,3.6,0.088,24.5,0.9,0.489,105,18.3,3.8,17.9,1.3,7.8
-1,Boris Diaw,2.7,0.132,18.2,0.7,0.547,102,17,3.8,18.4,1.6,5
-1,Rasual Butler,1.7,-0.009,16.4,0.4,0.182,112,15.8,2.5,5.3,-0.5,5
-1,Rasual Butler,1.2,-0.022,13.3,0.2,0.286,106,15.9,4.6,6.8,-0.6,3.9
-1,Rasual Butler,1,0.138,7.6,0.2,0.333,102,15.4,4.1,7.4,0.5,2.2
-1,Rasual Butler,2.9,0.084,20.1,0.7,0.412,105,17.9,3.3,6.5,1,6.9
-1,Rasual Butler,1.1,0.146,9.4,0.2,0.25,98,12.6,1.3,7.7,0.4,2.3
-1,Matt Bonner,2.6,0.147,21.7,0.5,0.279,108,13.4,4,6.2,3,5.6
-1,Matt Bonner,2.4,0.143,20.4,0.2,0.452,106,12.8,2.6,6.5,2.7,5.4
-1,Matt Bonner,1.6,0.133,13.4,0.2,0.489,104,12.8,4.8,5.8,1.4,3.4
-1,Matt Bonner,1.2,0.123,11.3,0.1,0.429,103,12.1,3.6,6.1,0.8,2.7
-1,Matt Bonner,1.3,0.11,13,0.4,0.452,107,12.5,3.6,7.1,1.3,3.2
-1,Matt Bonner,1,0.181,6.9,0.1,0.833,102,13.7,4,6.3,0.4,1.9
-1,Kyle Anderson,0.9,0.044,10.8,0.3,0.316,100,13.4,4,10.9,-0.3,2.7
-1,Kyle Anderson,1.8,0.133,16,0.8,0.373,97,14.4,4,13.7,0.7,3.8
-1,LaMarcus Aldridge,8.7,0.166,39.6,4.3,0.397,107,25.7,3.7,10.1,7.6,17.5
1,LaMarcus Aldridge,8.8,0.169,36.3,4.1,0.523,106,27,4,13.2,5.4,17.1
1,LaMarcus Aldridge,8.6,0.124,37.7,3.8,0.447,107,26.5,3.5,13,4.8,17.8
1,LaMarcus Aldridge,9.4,0.144,36.2,4.3,0.364,104,29.8,3,13,4,20.6
1,LaMarcus Aldridge,9.3,0.165,35.4,4.3,0.448,102,30.2,2.5,9.2,4.9,19.9
1,LaMarcus Aldridge,7.2,0.215,30.6,3.5,0.465,99,25.9,3.4,8.1,5.6,14.1
-1,Dion Waiters,5.5,0.026,28.8,2.6,0.307,111,26.1,3.3,18.4,0.3,13.4
-1,Dion Waiters,6.1,0.037,29.6,2.3,0.288,110,26.9,3.8,18.2,0.3,14.2
-1,Dion Waiters,4.7,0.025,27.6,1.5,0.286,108,22.5,3.6,11.9,-0.6,11.8
-1,Dion Waiters,3.6,0.046,27.6,1.4,0.333,108,17.7,3.3,10,0.3,9.1
-1,Kyle Singler,3.4,0.048,28,1.2,0.221,110,15.8,5,5.3,1.1,7.8
-1,Kyle Singler,3.3,0.09,28.5,1.9,0.358,113,14,4.6,4.7,3.6,7.3
-1,Kyle Singler,2.2,0.056,21.8,0.5,0.163,109,13.2,4.5,7.3,0.9,5.6
-1,Kyle Singler,1.3,0.054,14.4,0.4,0.4,108,11.9,6.1,3.2,0.3,3.3
-1,Andre Roberson,0.8,0.099,10,0.2,0,102,10.1,9.3,5.2,0.2,1.7
-1,Andre Roberson,1.4,0.079,19.2,0.3,0.182,104,9,5.5,7.4,0.5,3
-1,Andre Roberson,1.9,0.105,22.2,0.5,0.524,106,9.1,4.3,4,1.8,3.9
-1,Cameron Payne,2,0.093,12.2,0.3,0.426,105,20.3,5.7,22.5,0.6,4.9
-1,Steve Novak,1.2,0.196,7.2,0.3,1,109,16,3.4,2.2,0.7,2.2
-1,Steve Novak,3,0.181,18.9,0.4,0,105,16.2,3,2,2.9,6.2
-1,Steve Novak,2.2,0.116,20.3,0.4,0.5,110,13,3.2,3.3,3.2,5.3
-1,Steve Novak,1.1,0.127,10,0.1,0,108,12.9,4.3,3.8,1,2.7
-1,Steve Novak,0.6,0.075,5.6,0,,111,14.1,6,8.6,0.2,1.6
-1,Steve Novak,0.8,0.121,4.4,0.1,,113,19.2,3.4,0,0.1,1.8
-1,Anthony Morrow,4.8,0.078,32,1.7,0.451,114,18,3.9,6.3,2.6,10.7
-1,Anthony Morrow,4.4,0.051,26.4,1.6,0.396,113,21.6,2.8,6.8,1.7,10.6
-1,Anthony Morrow,1.6,0.084,9.3,0.5,0.3,109,19.6,5.8,5.6,0.4,3.5
-1,Anthony Morrow,3.1,0.081,18.8,0.9,0.487,113,19.4,3.7,6.7,2.1,6.8
-1,Anthony Morrow,3.9,0.151,24.4,1.1,0.5,108,16.5,3.7,5.2,4.4,8.3
-1,Anthony Morrow,2,0.097,13.6,0.4,0.484,110,16.9,3.4,3.7,1.4,4.9
-1,Nazr Mohammed,1.1,0.004,8.7,0.6,0.364,106,19.6,10,3.9,-0.4,2.6
-1,Nazr Mohammed,3.3,0.174,17,1.4,0.464,101,21.3,5.7,5.4,1.8,5.9
-1,Nazr Mohammed,3.1,0.1,17.1,0.9,0.216,105,20.6,7.6,3.3,1,6
-1,Nazr Mohammed,1.3,0.09,11,0.2,0.423,102,13.4,7.5,3.1,0.3,2.7
-1,Nazr Mohammed,1,0.082,11,0.5,0.4,100,14.9,7.5,5.8,0,2.9
-1,Nazr Mohammed,0.7,0.07,7,0.2,,97,14.5,7.3,5.8,-0.4,1.6
-1,Mitch McGary,2.8,0.127,15.2,0.8,0.353,102,19,7.4,4.6,0.6,5.2
-1,Mitch McGary,0.6,-0.018,3.6,0.2,0.333,106,20.4,6.9,6,-0.1,1.2
-1,Enes Kanter,1.8,0.095,13.2,1.1,0.395,105,17.3,5.2,1.4,0.9,3.6
-1,Enes Kanter,2.9,0.101,15.4,1.3,0.446,107,22.4,5.7,5,1.2,5.4
-1,Enes Kanter,5.2,0.05,26.7,1.9,0.415,112,23.3,5.7,6.4,1.3,10.7
-1,Enes Kanter,6.4,0.145,28.5,2.4,0.409,106,24.7,4.6,4.8,4.3,12.4
-1,Enes Kanter,5,0.226,21,2.4,0.447,105,23.4,4.8,3.1,6,8.8
-1,Serge Ibaka,4.1,0.164,27,1.7,0.373,104,15.7,6.2,1.6,4.3,7.5
-1,Serge Ibaka,4,0.167,27.2,1.2,0.422,98,15.7,5.2,2.5,3,7.4
-1,Serge Ibaka,5.6,0.181,31.1,1.8,0.492,101,18.1,4.4,2.8,5.3,9.7
-1,Serge Ibaka,6.5,0.173,32.9,1.9,0.381,102,19.8,4.4,5.2,5.2,12.1
-1,Serge Ibaka,5.8,0.127,33.1,1.4,0.413,104,18.9,4.6,4.2,2.9,12.3
-1,Serge Ibaka,5.3,0.105,32.1,1.2,0.5,105,17.6,4.2,3.9,2.5,11.1
-1,Josh Huestis,1,0.01,11,0,0,107,13,2.7,0,0,2.4
1,Kevin Durant,9.1,0.189,38.9,7.6,0.414,107,30.6,2.7,13.2,8.6,19.7
1,Kevin Durant,9.7,0.23,38.6,6.5,0.448,101,31.3,2.7,17.5,8.5,19.7
1,Kevin Durant,9,0.291,38.5,8.4,0.471,100,29.8,2.4,21.7,13.6,17.7
1,Kevin Durant,10.5,0.295,38.5,8.7,0.417,104,33,2.8,26.7,14.8,20.8
1,Kevin Durant,8.8,0.252,33.8,5.4,0.412,105,29.1,2.2,22.2,3.8,17.3
1,Kevin Durant,9.7,0.27,35.8,6.2,0.437,104,30.6,2.6,24.2,11,19.2
-1,Nick Collison,1.9,0.113,21.5,0.8,0.37,108,9.8,7.1,6.7,2.1,3.4
-1,Nick Collison,1.9,0.13,20.7,0.7,0.36,105,10,6,9.3,2.3,3.2
-1,Nick Collison,2.2,0.158,19.5,0.7,0.549,104,11.5,6.4,11.3,3.2,3.7
-1,Nick Collison,1.7,0.128,16.7,0.8,0.552,106,11.6,7,10.9,2,3
-1,Nick Collison,1.6,0.097,16.7,0.7,0.371,105,12.8,7.1,11.6,1,3.8
-1,Nick Collison,0.8,0.053,11.8,0.4,0.406,107,10.6,7.6,9.6,0.1,1.8
-1,Steven Adams,1.1,0.114,14.8,1,0.296,102,11.7,8.5,4.9,0.9,2.3
-1,Steven Adams,3.1,0.111,25.3,1.5,0.408,104,14.3,6.3,5.5,1.9,5.7
-1,Steven Adams,3.3,0.155,25.2,1.4,0.5,105,12.6,5.5,4.3,4.2,5.3
-1,Austin Rivers,2.4,-0.038,23.2,1,0.306,114,16.8,4.7,13.9,-1.2,6.4
-1,Austin Rivers,2.8,0.023,19.4,1.6,0.319,113,21.3,5.2,18.7,0.2,6.9
-1,Austin Rivers,2.7,0.046,20.6,1.1,0.41,109,17.9,4.8,14.7,0.5,6.5
-1,Austin Rivers,3.4,0.063,21.9,1.2,0.447,107,19.4,4.7,10.6,0.6,7.7
-1,J.J. Redick,3.3,0.142,25.6,1.9,0.39,106,17,2.8,11,2.7,7.6
-1,J.J. Redick,3.8,0.142,27.2,2.2,0.283,109,19.2,2.8,16.2,4.2,9
-1,J.J. Redick,4.9,0.091,30.5,2.2,0.408,113,20.8,2.5,20,4,11.3
