,fg3a_heave,dbpm,pts_per_poss,fg2a_per_poss,ft_pct,usg_pct,fg3_pct,gs,pct_fga_00_03,tov_per_g,pos,ows,ws,ast_per_g,fg3a_pct_fga,fga_per_poss,fg3_per_g,vorp,fg2_pct,tov_per_poss,fg2_pct_ast,per,mp,fg2a_per_g,off_rtg,stl_per_g,team_id,pts_per_g,pf_per_poss,fg_pct_16_xx,fg3a_per_fga_pct,pct_fga_03_10,blk_per_g,ws_per_48,drb_per_g,fg3_heave,fg3_per_poss,orb_per_g,stl_per_poss,fg_pct,fta_per_fga_pct,fg2a_pct_fga,pct_fg3a_corner,fg_pct_00_03,fg3_pct_ast,stl_pct,fg3a_per_g,ast_pct,mp_per_g,efg_pct,dws,orb_per_poss,blk_pct,trb_per_poss,age,ast_per_poss,avg_dist,year,fg_pct_10_16,fga_per_g,blk_per_poss,fg2_per_poss,fg3_pct_corner,fg3a_per_poss,drb_per_poss,ts_pct,ft_per_g,fg_pct_03_10,fg2_per_g,fg_per_g,bpm,g,trb_pct,ft_per_poss,lg_id,drb_pct,def_rtg,orb_pct,fg2_dunk,tov_pct,fta_per_poss,pf_per_g,name,fta_per_g,obpm,pct_fga_10_16,trb_per_g,pct_fg2_dunk,pct_fga_16_xx,fg_per_poss,allstar
1678,0,1.6,23,16.8,0.457,18.4,,22,0.762,1.3,C,1.2,2,0.9,0,16.8,0,0.4,0.632,2.5,0.852,20.7,567,8.8,118,0.5,HOU,12,5,,0,0.233,1.9,0.167,6,0,0,2.5,0.9,0.632,0.238,1,,0.714,,0.9,0,5.4,25.8,0.632,0.7,4.7,5.9,16.2,22,1.7,2.1,2016-17,0,8.8,3.6,10.6,,0,11.5,0.621,1,0.378,5.5,5.5,0.9,22,18.6,1.8,NBA,26.3,105,10.9,57,12,4,2.6,Clint Capela,2.1,-0.6,0.005,8.5,0.321,0,10.6,0
1685,1,-0.6,14.2,7.6,0.7,14.2,0.194,3,0.379,0.6,SF,0.1,0.4,1,0.414,13,0.3,-0.1,0.588,1.9,0.667,8.7,330,2.3,103,0.6,HOU,4.3,6.1,,0.414,0.161,0.1,0.054,1.7,0,1,0.4,1.9,0.425,0.23,0.586,0.528,0.697,1,1.9,1.6,9.2,15,0.466,0.2,1.3,0.7,6.9,30,3.3,12.7,2016-17,0.25,4,0.4,4.5,0.158,5.4,5.5,0.496,0.6,0.429,1.4,1.7,-2.7,22,7.9,2.1,NBA,12.6,110,3.1,5,11.9,3,1.9,Corey Brewer,0.9,-2.1,0.046,2.1,0.08,0,5.5,0
1690,0,1.4,12.7,6.2,0.625,12.8,0.382,11,0.149,1.5,SG,0.5,0.8,4.6,0.459,11.4,1.2,0.3,0.475,2.6,0.263,13.2,319,3.6,116,1.5,HOU,7.5,5.1,0.25,0.459,0.23,0.6,0.118,3.3,0,2,1.5,2.5,0.432,0.108,0.541,0.176,0.636,0.923,2.5,3.1,21.7,29,0.52,0.3,2.5,1.8,8,28,7.9,15.4,2016-17,0.375,6.7,1.1,2.9,0.333,5.3,5.6,0.529,0.5,0.471,1.7,2.9,2.2,11,9.3,0.8,NBA,12.7,108,5.7,0,18,1.2,3,Patrick Beverley,0.7,0.8,0.108,4.7,0,0.054,4.9,0
1697,0,-1.5,26.9,19.2,0.686,24.4,0.462,0,0.338,1.2,SF,0.2,0.6,0.8,0.096,21.3,0.3,-0.1,0.528,3.8,0.523,16,317,6.2,102,0.5,MIL,8.6,5,0.333,0.096,0.25,0.2,0.088,2.9,0,0.9,0.7,1.6,0.522,0.257,0.904,0.462,0.674,1,1.6,0.7,8.2,15.9,0.544,0.4,2.2,1.1,11.3,28,2.3,9.5,2016-17,0.421,6.8,0.6,10.2,0.333,2,9.1,0.568,1.2,0.529,3.3,3.6,-3.7,20,12.4,3.8,NBA,19.5,105,4.9,4,13.7,5.5,1.6,Michael Beasley,1.8,-2.3,0.14,3.6,0.029,0.176,11.1,0
1704,1,0.7,18.6,4.4,0.792,14.8,0.382,22,0.215,0.9,SF,1.4,2.2,2,0.704,15,2.7,1,0.591,1.3,0.615,15.3,734,3,121,2,HOU,12.6,2.5,0.5,0.704,0.049,0.3,0.141,4.2,0,4,0.8,3,0.444,0.108,0.296,0.395,0.708,0.967,3,7.1,8.7,33.4,0.578,0.7,1.1,0.7,7.3,31,3,18.5,2016-17,0,10.1,0.4,2.6,0.419,10.5,6.2,0.593,0.9,0.273,1.8,4.5,3.6,22,8.4,1.3,NBA,14.1,107,2.7,8,7.5,1.6,1.7,Trevor Ariza,1.1,2.9,0.013,5,0.036,0.018,6.6,0
1708,0,-3.2,23,11.5,1,22.5,0.6,0,0.357,0.5,PG,0,0,0.3,0.357,17.9,0.3,-0.1,0.444,6.4,0.75,8.5,41,0.9,93,0,UTA,1.8,5.1,0.333,0.357,0,0,-0.005,0.4,0,3.8,0,0,0.5,0.071,0.643,0.2,0.6,1,0,0.5,12.5,4.1,0.607,0,0,0,5.1,24,3.8,14.6,2016-17,0,1.4,0,5.1,0,6.4,5.1,0.623,0.1,,0.4,0.7,-6.9,10,5.6,1.3,NBA,10.7,111,0,0,25.7,1.3,0.4,Raul Neto,0.1,-3.7,0.071,0.4,0,0.214,8.9,0
1716,0,-0.6,18.9,12,0.741,20.8,0.309,3,0.264,1.7,PG,-0.1,0.4,3,0.316,17.6,0.7,0,0.487,4.1,0.259,11.2,518,5,96,1,UTA,7.8,4.8,0.316,0.316,0.184,0,0.041,1.7,0,1.7,0.2,2.3,0.431,0.155,0.684,0.2,0.609,0.529,2.3,2.3,23,21.6,0.48,0.6,0.5,0,4.7,26,7.4,13.3,2016-17,0.522,7.3,0,5.9,0.091,5.6,4.1,0.503,0.8,0.375,2.4,3.1,-2.2,24,5.1,2,NBA,8.7,106,1.2,0,18.1,2.7,2,Shelvin Mack,1.1,-1.6,0.132,1.9,0,0.109,7.6,0
1718,0,-0.1,21.1,11.2,0.846,21.5,0.297,3,0.179,1.2,PF,0,0.7,1.4,0.44,19.9,1.1,0.1,0.5,2.8,0.362,12.5,545,4.8,99,0.5,UTA,9.1,3.8,0.25,0.44,0.184,0.4,0.06,3.5,0,2.6,0.9,1.1,0.411,0.126,0.56,0.253,0.73,1,1.1,3.8,10.1,22.7,0.476,0.6,2.1,1.5,10.1,21,3.2,15.5,2016-17,0.412,8.6,1,5.6,0.348,8.8,8,0.501,0.9,0.474,2.4,3.5,-1.1,24,11,2.1,NBA,16.6,105,4.9,6,11.7,2.5,1.7,Trey Lyles,1.1,-1.1,0.082,4.4,0.029,0.116,8.2,0
1725,0,0.6,18.2,5.4,0.739,14.7,0.466,1,0.198,0.7,SF,0.8,1.4,1.7,0.574,12.8,1.1,0.5,0.535,2.2,0.522,14.7,414,1.8,121,0.8,UTA,6,5.1,0.308,0.574,0.069,0.1,0.16,2,0,3.4,0.1,2.4,0.495,0.228,0.426,0.276,0.8,0.778,2.4,2.4,15.2,17.3,0.629,0.5,0.3,0.4,6.2,29,5.1,17.6,2016-17,0,4.2,0.3,2.9,0.375,7.3,5.9,0.648,0.7,0.429,1,2.1,2.8,24,6.8,2.2,NBA,12.4,105,0.6,0,13.3,2.9,1.7,Joe Ingles,1,2.2,0.03,2,0,0.129,6.3,0
1728,1,-1,27.1,12.9,0.793,24.5,0.369,21,0.151,1.2,SG,0.8,1.5,2.1,0.437,23,2.1,0.4,0.471,2.1,0.297,15.8,637,7.5,107,0.8,UTA,15.7,4.2,0.405,0.437,0.158,0.2,0.112,4,0,3.7,0.3,1.3,0.427,0.208,0.563,0.156,0.571,0.689,1.3,5.8,12.4,30.3,0.507,0.7,0.5,0.6,7.3,24,3.7,16.5,2016-17,0.471,13.3,0.4,6.1,0.368,10,6.8,0.54,2.2,0.432,3.5,5.7,0.4,21,8,3.8,NBA,14.2,106,1.1,9,7.6,4.8,2.4,Rodney Hood,2.8,1.4,0.122,4.2,0.039,0.133,9.8,0
1735,0,-0.1,33.8,17.3,0.882,28.9,0.349,17,0.254,1.9,SF,1.9,2.7,3.9,0.292,24.4,1.7,0.9,0.483,2.8,0.392,23.6,609,11.8,116,1.1,UTA,23.1,2.4,0.375,0.292,0.134,0.2,0.209,5.8,0,2.5,0.6,1.6,0.444,0.447,0.708,0.06,0.694,0.724,1.6,4.9,19.7,35.8,0.495,0.8,0.9,0.4,9.3,26,5.7,13.9,2016-17,0.429,16.7,0.3,8.3,0.4,7.1,8.4,0.578,6.6,0.289,5.7,7.4,4,17,10.2,9.6,NBA,17.6,105,2,20,8.6,10.9,1.6,Gordon Hayward,7.5,4.1,0.123,6.4,0.07,0.197,10.8,0
1739,0,4.2,18.9,9.7,0.664,14.8,,24,0.86,1.6,C,2.3,3.9,1,0,9.7,0,1.4,0.664,2.6,0.737,21.5,773,6,129,0.5,UTA,11.6,5,,0,0.126,2.6,0.24,8.3,0,0,3.3,0.9,0.664,0.937,1,,0.715,,0.9,0,4.7,32.2,0.664,1.6,5.3,6.5,18.8,24,1.6,1.6,2016-17,0.5,6,4.3,6.4,,0,13.5,0.691,3.7,0.333,4,4,5.1,24,20.5,6,NBA,28.1,99,12.2,58,16.2,9.1,3.1,Rudy Gobert,5.6,0.8,0.014,11.5,0.427,0,6.4,0
1746,0,1.3,22.8,19.1,0.611,23,0.5,9,0.337,1.3,PF,0,0.5,0.6,0.02,19.5,0.1,-0.1,0.469,2.8,0.933,16.1,264,8.7,99,1,UTA,10.5,5,0.318,0.02,0.214,1,0.094,5.2,0,0.2,1.4,2.2,0.469,0.367,0.98,0,0.515,1,2.2,0.2,4.5,24,0.474,0.5,3,3.3,14.3,25,1.4,9,2016-17,0.55,8.9,2.2,8.9,,0.4,11.3,0.505,2,0.476,4.1,4.2,-2.9,11,15.6,4.4,NBA,23.6,99,6.8,8,11,7.1,2.3,Derrick Favors,3.3,-4.2,0.204,6.5,0.102,0.224,9.1,0
1755,0,-4.1,19.6,16.9,0.5,20.1,0.417,0,0.152,0.5,PG,0,0.1,1.4,0.152,19.9,0.3,-0.3,0.448,2.3,0.2,10.8,197,3.9,99,0.2,WAS,4.6,2.8,0.48,0.152,0.139,0.1,0.016,0.4,0,1.3,0.2,1,0.443,0.076,0.848,0.167,0.25,0.8,1,0.7,18.3,11.6,0.475,0,0.8,0.9,2.3,24,5.8,13.8,2016-17,0.632,4.6,0.5,7.6,1,3,1.5,0.478,0.2,0.273,1.8,2.1,-7.1,17,2.6,0.8,NBA,3.5,113,1.7,0,9.9,1.5,0.6,Trey Burke,0.4,-3.1,0.241,0.5,0,0.316,8.8,0
1762,0,3,18.1,12.4,0.711,16.7,0.238,20,0.444,1.8,PF,0.8,1.5,2.5,0.124,14.2,0.3,0.7,0.588,3,0.322,18.6,564,7.4,112,2,BRK,10.8,3.9,0.308,0.124,0.308,0.6,0.129,6.6,0,0.4,2.3,3.4,0.544,0.225,0.876,0.333,0.693,0.8,3.4,1.1,14.1,28.2,0.559,0.7,3.8,1.7,14.7,29,4.1,7.4,2016-17,0.286,8.5,1,7.3,0.143,1.8,11,0.582,1.4,0.558,4.4,4.6,3.1,20,16.4,2.3,NBA,24.5,105,8.4,8,16.2,3.2,2.3,Trevor Booker,1.9,0.1,0.041,8.8,0.047,0.077,7.7,0
1768,0,-3.1,20.8,12.5,0.813,20.3,0.303,1,0.177,0.8,SG,-0.1,0,0.6,0.344,19.1,0.6,-0.3,0.492,2.6,0.774,8.9,254,3.9,95,0.3,SAC,6.6,3.6,0.458,0.344,0.135,0.1,0.001,1.1,0,2,0.2,0.8,0.427,0.167,0.656,0.424,0.765,1,0.8,2.1,6.4,15.9,0.479,0.1,0.6,0.7,4.2,23,2,15.5,2016-17,0.333,6,0.4,6.2,0.357,6.5,3.6,0.51,0.8,0.308,1.9,2.6,-6.2,16,4.7,2.6,NBA,8.1,112,1.3,2,11.2,3.2,1.1,Ben McLemore,1,-3.1,0.094,1.3,0.021,0.25,8.1,0
1775,1,0.3,13.7,12.2,0.529,14,0,17,0.46,1,C,0.1,0.5,0.5,0.01,12.4,0,-0.1,0.515,2.6,0.725,11.1,408,4.7,101,0.4,SAC,5.3,5.6,,0.01,0.45,0.5,0.063,4.1,0,0,1.9,1,0.51,0.17,0.99,0,0.63,,1,0,4.2,19.4,0.51,0.4,4.8,2.2,15.4,27,1.4,4.8,2016-17,0.375,4.8,1.2,6.3,,0.1,10.6,0.516,0.4,0.422,2.4,2.4,-3.4,21,17.5,1.1,NBA,24.2,107,10.9,10,16.3,2.1,2.1,Kosta Koufos,0.8,-3.7,0.08,6,0.11,0,6.3,0
1782,2,0.9,28.3,16.8,0.844,25.3,0.366,20,0.25,2.5,SF,1,1.8,3.2,0.237,21.9,1.3,0.7,0.498,3.7,0.386,19.1,689,11.5,108,1.6,SAC,19.4,3.7,0.255,0.237,0.193,0.7,0.123,5.4,0,1.9,1,2.3,0.467,0.32,0.763,0.169,0.707,0.808,2.3,3.6,16.1,34.5,0.51,0.8,1.5,1.9,9.3,30,4.6,12.9,2016-17,0.444,15,1,8.3,0.417,5.2,7.8,0.565,4.1,0.483,5.7,7,2.3,20,10.6,5.9,NBA,17.8,106,3.3,29,12.7,7,2.6,Rudy Gay,4.8,1.4,0.15,6.4,0.097,0.17,10.2,0
1787,1,-0.2,19.2,9.7,0.778,19.2,0.307,6,0.128,1.4,PG,0,0.4,2.6,0.457,18,1.4,0.1,0.517,2.6,0.304,11.6,475,5.2,99,1.1,DAL,10.3,3.5,0.429,0.457,0.104,0.2,0.038,2.1,0,2.5,0.5,2,0.421,0.11,0.543,0.173,0.667,0.826,2,4.4,16.5,27.9,0.491,0.4,0.9,0.6,4.7,26,4.8,17.9,2016-17,0.5,9.6,0.3,5,0.462,8.2,3.8,0.509,0.8,0.529,2.7,4.1,-1.2,17,5.2,1.5,NBA,9.1,109,1.8,0,12.2,2,1.9,Seth Curry,1.1,-1,0.098,2.5,0,0.213,7.6,0
1794,1,1.5,42.2,24.5,0.752,36.6,0.396,21,0.34,2.7,C,2.1,3.2,3.4,0.215,31.2,1.8,1.6,0.479,4,0.464,28.4,722,16.7,112,1.1,SAC,28.8,5.6,0.379,0.215,0.244,1.4,0.212,8.2,0,2.7,2.4,1.7,0.461,0.461,0.785,0.073,0.612,0.895,1.7,4.6,20.5,34.4,0.503,1.1,3.5,3.8,15.6,26,5,10.9,2016-17,0.333,21.3,2.1,11.7,0.143,6.7,12.1,0.563,7.4,0.385,8,9.8,6.7,21,17.7,10.8,NBA,27.5,103,7.9,27,9.6,14.4,3.8,DeMarcus Cousins,9.8,5.2,0.054,10.6,0.069,0.148,14.4,0
1801,0,-1.9,22,11.5,0.875,19.5,0.364,9,0.29,2.2,PG,0.8,1,4.7,0.266,15.7,0.9,0.1,0.527,3.7,0.354,16.6,398,7,114,1.3,SAC,13.4,2.8,0.433,0.266,0.137,0.1,0.119,1.6,0,1.5,0.5,2.2,0.484,0.387,0.734,0.182,0.722,0.75,2.2,2.5,24.7,30.6,0.532,0.2,0.9,0.2,3.5,29,7.7,13.3,2016-17,0.5,9.5,0.1,6.1,0.667,4.2,2.7,0.6,3.2,0.294,3.7,4.6,-0.5,13,4,5.3,NBA,6.1,110,2,0,16.7,6.1,1.7,Darren Collison,3.7,1.4,0.065,2.2,0,0.242,7.6,0
1803,0,-0.2,20.3,15.5,0.545,17.9,,0,0.522,0.6,C,0.2,0.4,0.3,0,15.5,0,0,0.567,2.5,0.842,12.5,218,3.9,106,0.5,SAC,5.2,9.7,0.25,0,0.343,0.4,0.086,1.2,0,0,0.8,2.1,0.567,0.328,1,,0.771,,2.1,0,3.8,12.8,0.567,0.2,3,2.5,7.6,23,1.2,4.3,2016-17,0.2,3.9,1.4,8.8,,0,4.6,0.574,0.7,0.391,2.2,2.2,-2.5,17,8.7,2.8,NBA,10.5,107,6.8,15,12.5,5.1,2.5,Willie Cauley-Stein,1.3,-2.2,0.075,1.9,0.269,0.06,8.8,0
1810,0,-0.6,15.2,10.4,0.714,15.7,0.278,1,0.476,0.9,SF,0,0.2,1.3,0.286,14.5,0.4,-0.1,0.511,2.5,0.696,10.4,219,3.8,98,0.4,SAC,5.5,2.5,,0.286,0.222,0.1,0.035,2.8,0,1.2,0.8,1.2,0.444,0.111,0.714,0.111,0.667,1,1.2,1.5,10.6,18.3,0.484,0.2,2.3,0.4,10.1,28,3.5,9.6,2016-17,0,5.3,0.2,5.3,0.5,4.1,7.8,0.499,0.4,0.214,1.9,2.3,-3.1,12,11.5,1.2,NBA,17.8,109,5.2,1,14.3,1.6,0.9,Omri Casspi,0.6,-2.5,0.016,3.7,0.032,0,6.4,0
1823,1,-0.4,20.8,8.6,0.872,17.5,0.437,0,0.135,0.8,SG,0.8,1.5,1.8,0.47,16.3,1.7,0.3,0.449,1.5,0.727,14,561,4.5,112,0.8,CHO,10.7,2.5,0.404,0.47,0.07,0.2,0.124,2.7,0,3.3,0.1,1.5,0.443,0.211,0.53,0.207,0.6,0.868,1.5,4,11.4,25.5,0.546,0.7,0.3,0.6,5.6,30,3.5,18.5,2016-17,0.5,8.4,0.4,3.9,0.444,7.7,5.3,0.584,1.5,0.308,2,3.7,0.4,22,6,3,NBA,11.1,106,0.6,0,7.8,3.4,1.3,Marco Belinelli,1.8,0.8,0.043,2.9,0,0.281,7.2,0
1833,0,-5.9,14.1,10.8,0.667,19.7,0.143,0,0.235,0.3,PF,-0.1,-0.1,0,0.412,18.4,0.2,-0.2,0.4,2.2,0.75,-1.1,48,1.7,71,0,DAL,2.2,9.8,0,0.412,0.118,0,-0.127,1,0,1.1,0.3,0,0.294,0.176,0.588,0.429,0.5,1,0,1.2,0,8,0.324,0,2.2,0,8.7,26,0,15.4,2016-17,1,2.8,0,4.3,0.333,7.6,6.5,0.355,0.3,0.5,0.7,0.8,-15.8,6,9.5,2.2,NBA,15.4,112,4.4,2,9.8,3.3,1.5,Quincy Acy,0.5,-9.9,0.059,1.3,0.118,0.118,5.4,0
1840,0,2.3,22.1,18.1,0.5,22.5,,23,0.658,2.3,C,0,0.6,1.5,0,18.1,0,0.3,0.522,5.3,0.625,16.4,492,8,98,0.7,DEN,9.7,5.3,0.333,0,0.266,1,0.058,4.6,0,0,2.7,1.5,0.522,0.348,1,,0.587,,1.5,0,11.7,21.4,0.522,0.6,6.1,3.6,16.6,22,3.4,3.7,2016-17,0.5,8,2.3,9.5,,0,10.5,0.528,1.4,0.408,4.2,4.2,0,23,18.1,3.2,NBA,23,105,13.2,20,20.3,6.3,2.3,Jusuf Nurkic,2.8,-2.2,0.011,7.3,0.114,0.065,9.5,0
1847,0,-1.4,17.5,9.2,0.7,17.2,0.383,6,0.207,2.1,PG,0.4,0.8,4.6,0.409,15.5,1.3,0.1,0.496,3.8,0.207,11,620,5.1,104,0.7,DEN,9.7,5.8,0.429,0.409,0.101,0.1,0.06,2.5,0,2.4,0.4,1.3,0.449,0.101,0.591,0.049,0.585,0.613,1.3,3.5,26.3,27,0.528,0.3,0.8,0.2,5.2,34,8.2,16.5,2016-17,0.429,8.6,0.2,4.5,0.5,6.3,4.5,0.539,0.6,0.5,2.5,3.9,-1.6,23,5.7,1.1,NBA,9.8,111,1.7,0,19.2,1.6,3.2,Jameer Nelson,0.9,-0.2,0.071,2.9,0,0.212,7,0
1849,1,-0.5,21,14.5,0.787,24.2,0.265,22,0.376,3,PG,-0.8,-0.3,3.8,0.294,20.6,1,-0.3,0.382,4.7,0.316,9.3,664,9,90,0.9,DEN,13.1,3.1,0.346,0.294,0.124,0.3,-0.021,3.6,0,1.6,0.7,1.4,0.348,0.316,0.706,0.181,0.462,0.955,1.4,3.8,19.8,30.2,0.387,0.5,1.1,0.8,6.9,20,6.1,12,2016-17,0.25,12.8,0.5,5.6,0.267,6.1,5.8,0.448,3.2,0.286,3.5,4.5,-3.7,22,7.6,5.1,NBA,12.9,109,2.4,4,16.8,6.5,2,Emmanuel Mudiay,4,-3.2,0.113,4.3,0.021,0.092,7.2,0
1856,0,-3.2,25.7,0,,12.2,0.75,0,0,0.3,SF,0.1,0.1,1,1,11.4,0.8,0,,2.9,,27.6,17,0,181,0,DEN,2.3,2.9,,1,0,0,0.359,1,0,8.6,0,0,0.75,0,0,0,,1,0,1,38.6,4.3,1.125,0,0,0,11.4,36,11.4,26.5,2016-17,,1,0,0,,11.4,11.4,1.125,0,,0,0.8,5.6,4,12.5,0,NBA,25.1,110,0,0,20,0,0.3,Mike Miller,0,8.9,0,1,0,0,8.6,0
1859,0,0.1,18.8,9.7,0.467,16.9,0.405,0,0.295,0.7,C,0.3,0.8,0.8,0.389,15.9,0.8,0.1,0.517,2.2,0.733,14.2,289,2.9,109,0.5,OKC,5.6,5.7,0.3,0.389,0.168,0.3,0.128,2.9,0,2.5,1,1.7,0.474,0.158,0.611,0.216,0.607,1,1.7,1.9,8.2,14.5,0.553,0.4,3.4,1.3,12.9,25,2.7,13.3,2016-17,0.5,4.8,0.8,5,0.625,6.2,9.6,0.551,0.4,0.5,1.5,2.3,-0.7,20,14.7,1.2,NBA,21.3,103,7.9,8,11.3,2.5,1.7,Joffrey Lauvergne,0.8,-0.9,0.042,3.9,0.084,0.105,7.5,0
1862,0,-2.2,28.5,13.4,0.833,26.7,0.347,11,0.289,2.6,SG,0.5,0.7,2.7,0.38,21.6,1.7,0,0.485,4.5,0.413,16.2,581,7.9,103,0.8,BRK,16.7,3.1,0.308,0.38,0.192,0.1,0.056,4.3,0,2.8,0.4,1.3,0.432,0.383,0.62,0.208,0.649,0.657,1.3,4.8,16.8,27.7,0.498,0.2,0.7,0.4,8.1,27,4.6,13.6,2016-17,0.417,12.7,0.2,6.5,0.286,8.2,7.4,0.563,4,0.333,3.8,5.5,-2.2,21,9.1,6.9,NBA,16.5,112,1.6,2,15,8.3,1.8,Sean Kilpatrick,4.9,0,0.045,4.8,0.008,0.098,9.4,0
1864,0,1.8,20.6,13.2,0.792,17.6,0.273,8,0.353,1.5,PF,1.1,1.6,2.7,0.147,15.4,0.3,0.7,0.563,3,0.653,18.6,472,6.4,119,0.7,DEN,10,6.4,0.5,0.147,0.22,0.6,0.164,4.8,0,0.6,2.4,1.3,0.52,0.32,0.853,0.136,0.623,1,1.3,1.1,18.4,23.6,0.54,0.5,4.8,1.8,14.7,21,5.6,10,2016-17,0.5,7.5,1.1,7.4,0.333,2.3,9.9,0.584,1.9,0.545,3.6,3.9,3.8,20,16,3.9,NBA,21.7,107,10.5,3,14.5,4.9,3.1,Nikola Jokic,2.4,2,0.12,7.2,0.027,0.16,8,0
1873,0,-1.8,23,14,0.667,20.9,0.308,4,0.326,1.2,SG,0.1,0.2,2.4,0.283,19.6,0.8,0,0.515,2.6,0.294,13.7,114,6.6,108,0.4,DEN,10.8,4.3,0.286,0.283,0.152,0.2,0.083,2.6,0,1.7,0.6,0.9,0.457,0.261,0.717,0.308,0.667,0.75,0.9,2.6,17.5,22.8,0.5,0.1,1.3,0.7,6.8,22,5.1,12.4,2016-17,0.25,9.2,0.4,7.2,0.75,5.5,5.5,0.527,1.6,0.571,3.4,4.2,-2.1,5,7.4,3.4,NBA,12.2,111,2.8,1,10.5,5.1,2,Gary Harris,2.4,-0.3,0.087,3.2,0.022,0.152,8.9,0
1881,0,-0.8,22.2,9.5,0.861,18.8,0.354,20,0.205,1.6,SF,1.3,1.7,2.1,0.41,16.1,1.7,0.4,0.42,2.1,0.517,13.9,705,6.9,115,0.7,DEN,16.2,1.9,0.408,0.41,0.094,0.4,0.113,3.9,0,2.3,0.6,1,0.393,0.521,0.59,0.188,0.542,0.941,1,4.8,9.1,35.3,0.466,0.4,0.8,0.8,6.1,28,2.9,16.5,2016-17,0.211,11.7,0.5,4,0.556,6.6,5.3,0.561,5.3,0.364,2.9,4.6,0,20,6.7,7.2,NBA,11.7,111,1.8,11,9.7,8.4,1.4,Danilo Gallinari,6.1,0.9,0.081,4.5,0.056,0.209,6.3,0
1888,1,-1.8,14.4,5.3,0.818,17.1,0.327,1,0.128,1.5,SG,-0.3,-0.2,2.1,0.628,14.2,1.1,-0.2,0.379,4,0.182,6.7,259,1.9,88,0.3,BRK,5.3,3.6,0.25,0.628,0.154,0.2,-0.041,2.5,0,2.9,0.1,0.9,0.346,0.141,0.372,0.184,0.4,0.688,0.9,3.3,17.7,17.3,0.449,0.1,0.2,0.9,6.9,33,5.7,18.9,2016-17,0.333,5.2,0.5,2,0.333,8.9,6.8,0.477,0.6,0.417,0.7,1.8,-5.8,15,7.7,1.6,NBA,15.1,113,0.4,0,21,2,1.3,Randy Foye,0.7,-4,0.038,2.5,0,0.051,4.9,0
1894,1,2.1,18.8,13.8,0.73,16.9,0,14,0.687,1.2,PF,1,1.7,0.9,0.02,14.1,0,0.5,0.493,2.5,0.549,19.4,506,6.5,116,1,DEN,8.9,4.5,0,0.02,0.245,1,0.161,5,0,0,3.5,2.1,0.483,0.503,0.98,0,0.535,,2.1,0.1,5.8,23,0.483,0.7,7.5,3.3,18,27,1.8,3.9,2016-17,0.333,6.7,2.1,6.8,,0.3,10.5,0.546,2.5,0.444,3.2,3.2,2,22,19.7,5.2,NBA,23.2,103,16.2,17,12.6,7.1,2.1,Kenneth Faried,3.4,-0.1,0.02,8.5,0.122,0.027,6.8,0
1899,1,-0.2,21.6,12.9,0.69,20.9,0.333,11,0.25,2.1,SG,0.2,0.4,2.5,0.309,18.7,1.3,0.1,0.457,3.2,0.326,12.8,353,8.5,102,0.9,DEN,14.3,3.2,0.5,0.309,0.235,0.5,0.057,3.8,0,1.9,1.4,1.4,0.419,0.309,0.691,0.071,0.559,0.929,1.4,3.8,12.7,32.1,0.471,0.3,2.1,1.3,7.8,26,3.8,12.9,2016-17,0.438,12.4,0.8,5.9,0,5.8,5.8,0.508,2.6,0.344,3.9,5.2,-0.9,11,8.6,4,NBA,12.7,109,4.5,3,13,5.8,2.1,Will Barton,3.8,-0.7,0.118,5.2,0.029,0.088,7.8,0
1906,1,-3.7,24.1,8.9,0.83,21.4,0.385,7,0.198,1.3,PG,0.7,1,2.9,0.529,18.8,1.5,0,0.469,3.2,0.237,14.3,465,3.5,110,0.3,ORL,9.6,3.6,0.4,0.529,0.105,0,0.103,1.2,0,3.8,0.1,0.9,0.424,0.273,0.471,0.209,0.559,0.8,0.9,4,24.4,20.2,0.526,0.3,0.2,0,3.2,29,7.2,17.3,2016-17,0.222,7.5,0,4.2,0.421,10,3,0.571,1.7,0.5,1.7,3.2,-2.3,23,3.4,4.3,NBA,6.3,110,0.5,0,13.1,5.1,1.4,D.J. Augustin,2,1.4,0.052,1.3,0,0.116,8,0
1912,0,-0.7,17.5,7.3,1,16.4,0.478,1,0.133,1.2,PF,0,0.1,1.1,0.511,14.9,1.1,0,0.409,4,0.778,8.8,147,2.2,100,0.2,DEN,5.3,6.9,0.3,0.511,0.044,0.3,0.04,1.9,0,3.6,0.4,0.7,0.444,0.044,0.489,0.391,0.667,0.909,0.7,2.3,11.5,14.7,0.567,0.1,1.3,1.6,7.6,28,3.6,18.3,2016-17,0.5,4.5,1,3,0.333,7.6,6.3,0.578,0.2,0,0.9,2,-2.5,10,8.3,0.7,NBA,13.8,110,2.9,1,20.7,0.7,2.1,Darrell Arthur,0.2,-1.8,0.089,2.3,0.022,0.222,6.6,0
