,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM,VORP,id
505,2010,16,MIN,Luke Babbitt,"University of Nevada, Reno",6,263,3552,1235,609,157,0.40700000000000003,0.40299999999999997,0.7440000000000001,13.5,4.7,2.3,0.6,4.5,0.06,-2.9,-0.8,L201016
506,2010,17,CHI,Kevin Seraphin,,6,374,5871,2284,1320,223,0.483,0.0,0.72,15.7,6.1,3.5,0.6,5.0,0.040999999999999995,-4.0,-2.9,K201017
507,2010,18,OKC,Eric Bledsoe,University of Kentucky,6,352,9133,4090,1263,1506,0.447,0.33299999999999996,0.7809999999999999,25.9,11.6,3.6,4.3,17.9,0.094,1.6,8.3,E201018
508,2010,19,BOS,Avery Bradley,University of Texas at Austin,6,358,9784,4114,930,581,0.43799999999999994,0.36,0.7809999999999999,27.3,11.5,2.6,1.6,11.3,0.055999999999999994,-1.6,1.1,A201019
509,2010,20,SAS,James Anderson,Oklahoma State University,5,247,4320,1422,560,291,0.41100000000000003,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037000000000000005,-2.8,-0.9,J201020
510,2010,21,OKC,Craig Brackins,Iowa State University,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.08900000000000001,-9.1,-0.2,C201021
511,2010,22,POR,Elliot Williams,University of Memphis,4,109,1470,537,161,94,0.42100000000000004,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-5.3,-1.2,E201022
512,2010,23,MIN,Trevor Booker,Clemson University,6,393,7960,2542,2043,346,0.515,0.311,0.617,20.3,6.5,5.2,0.9,20.1,0.121,0.3,4.7,T201023
513,2010,24,ATL,Damion James,University of Texas at Austin,4,39,623,150,131,26,0.415,0.0,0.667,16.0,3.8,3.4,0.7,0.0,-0.001,-4.3,-0.4,D201024
514,2010,25,MEM,Dominique Jones,University of South Florida,3,80,741,246,114,144,0.366,0.095,0.7290000000000001,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3,D201025
515,2010,26,OKC,Quincy Pondexter,University of Washington,5,279,5042,1466,567,230,0.424,0.365,0.732,18.1,5.3,2.0,0.8,9.1,0.087,-1.0,1.2,Q201026
516,2010,27,NJN,Jordan Crawford,Xavier University,4,257,6348,3132,665,813,0.405,0.306,0.828,24.7,12.2,2.6,3.2,5.2,0.039,-2.2,-0.4,J201027
517,2010,28,MEM,Greivis Vasquez,University of Maryland,6,398,9481,3584,1019,1930,0.418,0.349,0.8170000000000001,23.8,9.0,2.6,4.8,12.6,0.064,-1.5,1.2,G201028
518,2010,29,ORL,Daniel Orton,University of Kentucky,3,51,542,143,126,24,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.09300000000000001,-1.7,0.0,D201029
519,2010,30,WAS,Lazar Hayward,Marquette University,3,72,591,207,90,35,0.34700000000000003,0.26899999999999996,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.6,-0.4,L201030
522,2010,31,NJN,Tibor Pleiss,,1,12,82,24,15,2,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.040999999999999995,-8.1,-0.1,T201031
523,2010,32,MIA,Dexter Pittman,University of Texas at Austin,4,50,347,116,89,9,0.45,0.0,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-6.0,-0.4,D201032
524,2010,33,SAC,Hassan Whiteside,Marshall University,4,140,3378,1633,1386,36,0.609,0.0,0.598,24.1,11.7,9.9,0.3,15.7,0.223,1.1,2.6,H201033
525,2010,34,POR,Armon Johnson,"University of Nevada, Reno",2,47,401,157,49,56,0.45799999999999996,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-6.2,-0.4,A201034
526,2010,35,WAS,Nemanja Bjelica,,1,60,1075,308,210,83,0.46799999999999997,0.384,0.727,17.9,5.1,3.5,1.4,1.9,0.087,0.3,0.6,N201035
527,2010,36,DET,Terrico White,University of Mississippi,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T201036
528,2010,37,MIL,Darington Hobson,University of New Mexico,1,5,39,4,3,6,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,-0.225,-14.1,-0.1,D201037
529,2010,38,NYK,Andy Rautins,Syracuse University,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-16.0,-0.1,A201038
530,2010,39,NYK,Landry Fields,Stanford University,5,255,6010,1731,1092,419,0.473,0.332,0.6659999999999999,23.6,6.8,4.3,1.6,10.5,0.084,-0.1,2.8,L201039
531,2010,40,IND,Lance Stephenson,University of Cincinnati,6,340,8532,2984,1433,1022,0.451,0.308,0.691,25.1,8.8,4.2,3.0,13.7,0.077,-0.2,3.9,L201040
532,2010,41,MIA,Jarvis Varnado,Mississippi State University,2,37,397,107,72,16,0.5820000000000001,0.0,0.518,10.7,2.9,1.9,0.4,0.7,0.08900000000000001,-1.9,0.0,J201041
533,2010,42,MIA,Da'Sean Butler,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D201042
534,2010,43,LAL,Devin Ebanks,West Virginia University,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.7,-0.5,D201043
535,2010,44,MIL,Jerome Jordan,University of Tulsa,2,65,491,180,132,17,0.528,0.0,0.852,7.6,2.8,2.0,0.3,1.7,0.168,0.0,0.2,J201044
536,2010,45,MIN,Paulao Prestes,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P201045
537,2010,46,PHO,Gani Lawal,Georgia Institute of Technology,1,1,2,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.009000000000000001,-4.9,0.0,G201046
538,2010,47,MIL,Tiny Gallon,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T201047
539,2010,48,MIA,Latavious Williams,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L201048
540,2010,49,SAS,Ryan Richards,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R201049
541,2010,50,DAL,Solomon Alabi,Florida State University,2,26,181,39,61,5,0.314,0.0,0.7,7.0,1.5,2.3,0.2,0.0,0.01,-5.4,-0.2,S201050
542,2010,51,OKC,Magnum Rolle,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M201051
543,2010,52,BOS,Luke Harangody,University of Notre Dame,2,70,871,253,196,36,0.376,0.24100000000000002,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.3,-0.3,L201052
544,2010,53,ATL,Pape Sy,,1,3,21,7,3,2,0.33299999999999996,0.0,1.0,7.0,2.3,1.0,0.7,0.0,-0.047,-6.0,0.0,P201053
545,2010,54,LAC,Willie Warren,University of Oklahoma,1,19,134,37,12,27,0.371,0.33299999999999996,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-4.5,-0.1,W201054
546,2010,55,UTA,Jeremy Evans,Western Kentucky University,6,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.1,2.0,J201055
547,2010,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,0.0,0.462,4.8,0.6,0.8,0.1,0.0,0.013000000000000001,-4.9,-0.1,H201056
548,2010,57,IND,Ryan Reid,Florida State University,1,5,17,8,2,0,0.8,0.0,0.0,3.4,1.6,0.4,0.0,0.1,0.142,-5.5,0.0,R201057
549,2010,58,LAL,Derrick Caracter,University of Texas at El Paso,1,41,215,81,43,7,0.485,0.0,0.7390000000000001,5.2,2.0,1.0,0.2,0.3,0.057,-4.9,-0.2,D201058
550,2010,59,ORL,Stanley Robinson,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S201059
551,2010,60,PHO,Dwayne Collins,University of Miami,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D201060
552,2011,1,CLE,Kyrie Irving,Duke University,5,309,10499,6416,1060,1696,0.452,0.37799999999999995,0.865,34.0,20.8,3.4,5.5,31.4,0.14400000000000002,3.0,13.3,K20111
553,2011,2,MIN,Derrick Williams,University of Arizona,5,376,8051,3503,1562,265,0.433,0.299,0.715,21.4,9.3,4.2,0.7,13.0,0.078,-3.1,-2.2,D20112
554,2011,3,UTA,Enes Kanter,,5,373,7946,3998,2515,202,0.526,0.391,0.763,21.3,10.7,6.7,0.5,20.7,0.125,-2.8,-1.6,E20113
555,2011,4,CLE,Tristan Thompson,University of Texas at Austin,5,388,11045,3748,3311,308,0.502,0.0,0.63,28.5,9.7,8.5,0.8,27.6,0.12,-1.0,2.9,T20114
556,2011,5,TOR,Jonas Valanciunas,,4,283,7417,3201,2326,183,0.556,0.0,0.774,26.2,11.3,8.2,0.6,25.7,0.166,-0.4,2.9,J20115
557,2011,6,WAS,Jan Vesely,,3,162,2455,590,562,96,0.521,0.0,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-0.6,0.9,J20116
558,2011,7,SAC,Bismack Biyombo,,5,366,7764,1693,2378,115,0.507,0.0,0.5589999999999999,21.2,4.6,6.5,0.3,15.1,0.09300000000000001,-2.1,-0.1,B20117
559,2011,8,DET,Brandon Knight,University of Kentucky,5,328,10799,5225,1159,1499,0.41600000000000004,0.36,0.8059999999999999,32.9,15.9,3.5,4.6,11.3,0.05,-0.9,3.0,B20118
560,2011,9,CHA,Kemba Walker,University of Connecticut,5,364,12269,6307,1400,1946,0.40299999999999997,0.33399999999999996,0.823,33.7,17.3,3.8,5.3,24.6,0.096,1.9,11.9,K20119
561,2011,10,MIL,Jimmer Fredette,Brigham Young University,5,235,3148,1416,236,323,0.41200000000000003,0.381,0.8759999999999999,13.4,6.0,1.0,1.4,2.4,0.037000000000000005,-4.0,-1.6,J201110
562,2011,11,GSW,Klay Thompson,Washington State University,5,386,12533,7112,1269,885,0.45,0.42,0.853,32.5,18.4,3.3,2.3,29.5,0.113,0.6,8.1,K201111
563,2011,12,UTA,Alec Burks,University of Colorado,5,259,5965,2751,757,504,0.43200000000000005,0.365,0.7509999999999999,23.0,10.6,2.9,1.9,8.9,0.071,-1.9,0.2,A201112
564,2011,13,PHO,Markieff Morris,University of Kansas,5,372,9427,4275,2018,633,0.445,0.32299999999999995,0.759,25.3,11.5,5.4,1.7,14.7,0.075,-0.6,3.4,M201113
565,2011,14,HOU,Marcus Morris,University of Kansas,5,337,8351,3408,1401,487,0.431,0.363,0.6990000000000001,24.8,10.1,4.2,1.4,15.2,0.087,-0.3,3.5,M201114
566,2011,15,IND,Kawhi Leonard,San Diego State University,5,324,9680,4620,2039,643,0.499,0.391,0.828,29.9,14.3,6.3,2.0,41.8,0.207,5.9,19.2,K201115
567,2011,16,PHI,Nikola Vucevic,University of Southern California,5,324,9749,4711,3174,604,0.511,0.26899999999999996,0.731,30.1,14.5,9.8,1.9,24.1,0.11900000000000001,0.6,6.3,N201116
568,2011,17,NYK,Iman Shumpert,Georgia Institute of Technology,5,294,7524,2170,1057,595,0.39299999999999996,0.33399999999999996,0.757,25.6,7.4,3.6,2.0,9.6,0.061,0.0,3.7,I201117
569,2011,18,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2,C201118
570,2011,19,CHA,Tobias Harris,University of Tennessee,5,302,8510,3984,1753,466,0.465,0.325,0.8009999999999999,28.2,13.2,5.8,1.5,18.8,0.106,-0.5,3.3,T201119
571,2011,20,MIN,Donatas Motiejunas,,4,214,4074,1676,848,236,0.475,0.308,0.612,19.0,7.8,4.0,1.1,7.0,0.083,-1.8,0.2,D201120
572,2011,21,POR,Nolan Smith,Duke University,2,84,829,277,83,97,0.371,0.26,0.7140000000000001,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.5,-0.9,N201121
573,2011,22,DEN,Kenneth Faried,Morehead State University,5,348,9243,4271,3019,377,0.544,0.154,0.647,26.6,12.3,8.7,1.1,30.1,0.156,1.5,8.3,K201122
574,2011,23,HOU,Nikola Mirotic,,2,148,3300,1610,766,197,0.406,0.355,0.804,22.3,10.9,5.2,1.3,9.6,0.14,1.2,2.6,N201123
575,2011,24,OKC,Reggie Jackson,Boston College,5,351,8463,4167,1112,1478,0.433,0.314,0.8590000000000001,24.1,11.9,3.2,4.2,19.4,0.11,0.4,5.2,R201124
576,2011,25,BOS,MarShon Brooks,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.040999999999999995,-2.5,-0.4,M201125
577,2011,26,DAL,Jordan Hamilton,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.35700000000000004,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-1.5,0.3,J201126
578,2011,27,NJN,JaJuan Johnson,Purdue University,1,36,298,114,58,6,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3,J201127
579,2011,28,CHI,Norris Cole,Cleveland State University,5,347,7893,2463,691,967,0.409,0.326,0.741,22.7,7.1,2.0,2.8,3.1,0.019,-3.9,-3.8,N201128
580,2011,29,SAS,Cory Joseph,University of Texas at Austin,5,284,5080,1739,586,639,0.46,0.294,0.767,17.9,6.1,2.1,2.3,11.8,0.111,-0.4,2.1,C201129
581,2011,30,CHI,Jimmy Butler,Marquette University,5,323,10071,4392,1451,837,0.445,0.327,0.812,31.2,13.6,4.5,2.6,35.5,0.16899999999999998,3.1,13.0,J201130
584,2011,31,MIA,Bojan Bogdanovic,,2,157,3969,1587,468,167,0.442,0.37,0.828,25.3,10.1,3.0,1.1,3.3,0.04,-2.7,-0.7,B201131
585,2011,32,CLE,Justin Harper,University of Richmond,2,19,119,33,13,2,0.317,0.273,0.33299999999999996,6.3,1.7,0.7,0.1,-0.2,-0.091,-8.3,-0.2,J201132
586,2011,33,DET,Kyle Singler,Duke University,4,312,7350,2215,968,261,0.42,0.37,0.795,23.6,7.1,3.1,0.8,9.8,0.064,-1.3,1.2,K201133
587,2011,34,WAS,Shelvin Mack,Butler University,5,275,4576,1664,499,812,0.42100000000000004,0.324,0.768,16.6,6.1,1.8,3.0,6.1,0.064,-2.6,-0.8,S201134
588,2011,35,SAC,Tyler Honeycutt,"University of California, Los Angeles",2,24,120,28,24,9,0.314,0.2,0.7140000000000001,5.0,1.2,1.0,0.4,-0.1,-0.049,-6.4,-0.1,T201135
589,2011,36,NJN,Jordan Williams,University of Maryland,1,43,635,197,156,11,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.10099999999999999,-3.1,-0.2,J201136
590,2011,37,LAC,Trey Thompkins,University of Georgia,1,24,119,57,24,3,0.39299999999999996,0.308,0.7140000000000001,5.0,2.4,1.0,0.1,0.0,0.004,-8.9,-0.2,T201137
591,2011,38,HOU,Chandler Parsons,University of Florida,5,340,11330,4876,1721,1031,0.474,0.38,0.705,33.3,14.3,5.1,3.0,27.7,0.11800000000000001,2.4,12.5,C201138
592,2011,39,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,0.013999999999999999,-6.6,-1.2,J201139
593,2011,40,MIL,Jon Leuer,University of Wisconsin,5,253,3463,1429,895,171,0.479,0.375,0.718,13.7,5.6,3.5,0.7,7.6,0.106,-1.9,0.1,J201140
594,2011,41,LAL,Darius Morris,University of Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.6,-1.3,D201141
595,2011,42,IND,Davis Bertans,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D201142
596,2011,43,CHI,Malcolm Lee,"University of California, Los Angeles",3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.0,0.0,M201143
597,2011,44,GSW,Charles Jenkins,Hofstra University,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3,C201144
598,2011,45,NOH,Josh Harrellson,University of Kentucky,3,75,888,265,227,26,0.43799999999999994,0.34700000000000003,0.629,11.8,3.5,3.0,0.3,2.1,0.11599999999999999,-0.7,0.3,J201145
599,2011,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.39299999999999996,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-6.5,-0.5,A201146
600,2011,47,LAC,Travis Leslie,University of Georgia,1,10,45,14,9,5,0.35700000000000004,0.0,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0.0,T201147
601,2011,48,ATL,Keith Benson,Oakland University,1,3,9,0,3,0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-0.005,-10.4,0.0,K201148
602,2011,49,MEM,Josh Selby,University of Kansas,2,38,296,83,20,34,0.33,0.14300000000000002,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6,J201149
603,2011,50,PHI,Lavoy Allen,Temple University,5,327,6034,1670,1624,327,0.47200000000000003,0.14300000000000002,0.68,18.5,5.1,5.0,1.0,12.1,0.096,-1.4,0.9,L201150
604,2011,51,POR,Jon Diebler,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J201151
605,2011,52,DET,Vernon Macklin,University of Florida,1,23,135,46,34,5,0.5429999999999999,0.0,0.5710000000000001,5.9,2.0,1.5,0.2,0.5,0.161,-0.6,0.0,V201152
606,2011,53,ORL,DeAndre Liggins,University of Kentucky,3,57,406,93,69,20,0.466,0.304,0.486,7.1,1.6,1.2,0.4,0.6,0.071,-1.3,0.1,D201153
607,2011,54,CLE,Milan Macvan,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M201154
608,2011,55,BOS,E'Twaun Moore,Purdue University,5,307,5286,1789,515,484,0.42700000000000005,0.369,0.741,17.2,5.8,1.7,1.6,4.8,0.044000000000000004,-2.5,-0.7,E201155
609,2011,56,LAL,Chukwudiebere Maduabum,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C201156
610,2011,57,DAL,Targuy Ngombo,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T201157
611,2011,58,LAL,Ater Majok,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201158
612,2011,59,SAS,Adam Hanga,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201159
613,2011,60,SAC,Isaiah Thomas,University of Washington,5,365,10645,6238,935,1829,0.43700000000000006,0.36200000000000004,0.863,29.2,17.1,2.6,5.0,32.9,0.14800000000000002,1.7,10.1,I201160
614,2012,1,NOH,Anthony Davis,University of Kentucky,4,260,8823,5398,2518,433,0.516,0.281,0.78,33.9,20.8,9.7,1.7,37.7,0.205,4.2,13.8,A20121
615,2012,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,4,202,5319,1839,1240,255,0.467,0.24,0.6890000000000001,26.3,9.1,6.1,1.3,9.6,0.087,-1.4,0.8,M20122
616,2012,3,WAS,Bradley Beal,University of Florida,4,247,8090,3949,913,736,0.426,0.397,0.7809999999999999,32.8,16.0,3.7,3.0,13.4,0.08,-0.4,3.3,B20123
617,2012,4,CLE,Dion Waiters,Syracuse University,4,289,8188,3709,738,709,0.41100000000000003,0.33399999999999996,0.7070000000000001,28.3,12.8,2.6,2.5,5.8,0.034,-2.7,-1.5,D20124
618,2012,5,SAC,Thomas Robinson,University of Kansas,4,265,3643,1287,1284,159,0.45899999999999996,0.0,0.511,13.7,4.9,4.8,0.6,3.7,0.049,-3.4,-1.3,T20125
619,2012,6,POR,Damian Lillard,Weber State University,4,321,11705,6856,1225,2007,0.426,0.37,0.87,36.5,21.4,3.8,6.3,35.2,0.14400000000000002,2.9,14.4,D20126
620,2012,7,GSW,Harrison Barnes,University of North Carolina,4,307,8622,3087,1422,447,0.446,0.376,0.7390000000000001,28.1,10.1,4.6,1.5,17.7,0.098,-0.7,2.8,H20127
621,2012,8,TOR,Terrence Ross,University of Washington,4,309,7237,2873,807,274,0.419,0.377,0.795,23.4,9.3,2.6,0.9,11.1,0.07400000000000001,-1.0,1.8,T20128
622,2012,9,DET,Andre Drummond,University of Connecticut,4,304,9029,4015,3830,187,0.5529999999999999,0.25,0.38,29.7,13.2,12.6,0.6,29.4,0.156,0.6,6.0,A20129
623,2012,10,NOH,Austin Rivers,Duke University,4,273,5784,2030,520,541,0.408,0.32899999999999996,0.637,21.2,7.4,1.9,2.0,2.9,0.024,-3.6,-2.4,A201210
624,2012,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,4,225,3741,1313,930,175,0.489,0.385,0.8140000000000001,16.6,5.8,4.1,0.8,8.0,0.10300000000000001,-1.7,0.3,M201211
625,2012,12,HOU,Jeremy Lamb,University of Connecticut,4,214,3545,1611,566,241,0.43200000000000005,0.336,0.805,16.6,7.5,2.6,1.1,7.8,0.106,-1.3,0.6,J201212
626,2012,13,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,0.39899999999999997,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-5.6,-2.8,K201213
627,2012,14,MIL,John Henson,University of North Carolina,4,257,4870,2026,1327,257,0.537,0.0,0.5489999999999999,18.9,7.9,5.2,1.0,11.1,0.109,0.6,3.2,J201214
628,2012,15,PHI,Maurice Harkless,St. John's University,4,279,6055,1873,985,222,0.45899999999999996,0.3,0.589,21.7,6.7,3.5,0.8,8.4,0.067,-0.8,1.9,M201215
629,2012,16,HOU,Royce White,Iowa State University,1,3,9,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.121,-10.4,0.0,R201216
630,2012,17,DAL,Tyler Zeller,University of North Carolina,4,289,5523,2206,1363,274,0.5,0.0,0.7829999999999999,19.1,7.6,4.7,0.9,12.8,0.111,-1.4,0.8,T201217
631,2012,18,HOU,Terrence Jones,University of Kentucky,4,178,4287,1845,1024,179,0.512,0.314,0.628,24.1,10.4,5.8,1.0,12.5,0.14,0.6,2.8,T201218
632,2012,19,ORL,Andrew Nicholson,St. Bonaventure University,4,247,3738,1600,796,116,0.473,0.336,0.78,15.1,6.5,3.2,0.5,4.0,0.051,-5.2,-3.0,A201219
633,2012,20,DEN,Evan Fournier,,4,251,6158,2751,615,489,0.44799999999999995,0.389,0.784,24.5,11.0,2.5,1.9,10.1,0.079,-0.9,1.6,E201220
634,2012,21,BOS,Jared Sullinger,Ohio State University,4,258,6414,2856,1979,474,0.439,0.276,0.727,24.9,11.1,7.7,1.8,15.4,0.115,0.6,4.3,J201221
635,2012,22,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,0.5,0.0,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-5.8,0.0,F201222
636,2012,23,ATL,John Jenkins,Vanderbilt University,4,141,1837,727,212,115,0.449,0.363,0.846,13.0,5.2,1.5,0.8,2.7,0.07,-3.6,-0.7,J201223
637,2012,24,CLE,Jared Cunningham,Oregon State University,4,84,605,197,56,39,0.34700000000000003,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6,J201224
638,2012,25,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-4.1,-1.6,T201225
639,2012,26,IND,Miles Plumlee,Duke University,4,228,4083,1267,1200,95,0.534,0.0,0.552,17.9,5.6,5.3,0.4,8.8,0.10300000000000001,-1.3,0.7,M201226
640,2012,27,MIA,Arnett Moultrie,Mississippi State University,2,59,729,210,180,12,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3.0,-0.2,A201227
641,2012,28,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1,P201228
642,2012,29,CHI,Marquis Teague,University of Kentucky,2,88,835,206,84,121,0.349,0.22,0.6859999999999999,9.5,2.3,1.0,1.4,-0.8,-0.046,-8.1,-1.3,M201229
643,2012,30,GSW,Festus Ezeli,Vanderbilt University,3,170,2394,712,725,63,0.513,0.0,0.557,14.1,4.2,4.3,0.4,5.9,0.11900000000000001,-1.1,0.6,F201230
646,2012,31,CHA,Jeff Taylor,Vanderbilt University,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-3.9,-1.2,J201231
647,2012,32,WAS,Tomas Satoransky,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T201232
648,2012,33,CLE,Bernard James,Florida State University,3,92,761,203,212,13,0.49700000000000005,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.11699999999999999,-1.1,0.2,B201233
649,2012,34,CLE,Jae Crowder,Marquette University,4,311,6562,2414,1047,383,0.426,0.324,0.774,21.1,7.8,3.4,1.2,15.1,0.11,1.1,5.2,J201234
650,2012,35,GSW,Draymond Green,Michigan State University,4,321,8156,2790,2085,1094,0.44,0.342,0.69,25.4,8.7,6.5,3.4,24.7,0.145,3.8,11.9,D201235
651,2012,36,SAC,Orlando Johnson,"University of California, Santa Barbara",3,103,1112,329,180,69,0.35700000000000004,0.311,0.727,10.8,3.2,1.7,0.7,1.3,0.057999999999999996,-3.8,-0.5,O201236
652,2012,37,TOR,Quincy Acy,Baylor University,4,219,3352,992,782,134,0.498,0.33299999999999996,0.75,15.3,4.5,3.6,0.6,6.8,0.098,-1.3,0.6,Q201237
653,2012,38,DEN,Quincy Miller,Baylor University,3,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4.0,-0.5,Q201238
654,2012,39,DET,Khris Middleton,Texas A&M University,4,267,8165,3644,1009,710,0.449,0.4,0.873,30.6,13.6,3.8,2.7,16.4,0.096,0.0,4.1,K201239
655,2012,40,POR,Will Barton,University of Memphis,4,254,4617,2036,857,375,0.42100000000000004,0.303,0.797,18.2,8.0,3.4,1.5,5.7,0.059000000000000004,-1.5,0.6,W201240
656,2012,41,POR,Tyshawn Taylor,University of Kansas,2,61,491,174,33,57,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.08800000000000001,-8.8,-0.8,T201241
657,2012,42,MIL,Doron Lamb,University of Kentucky,2,100,1272,345,95,75,0.381,0.39399999999999996,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.9,-1.2,D201242
658,2012,43,ATL,Mike Scott,University of Virginia,4,263,4127,1943,799,240,0.466,0.345,0.784,15.7,7.4,3.0,0.9,9.3,0.10800000000000001,-2.2,-0.3,M201243
659,2012,44,DET,Kim English,University of Missouri,1,41,407,119,37,26,0.375,0.28,0.7240000000000001,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,K201244
