,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM,VORP,id
660,2012,45,PHI,Justin Hamilton,Louisiana State University,2,49,784,245,141,36,0.475,0.325,0.846,16.0,5.0,2.9,0.7,1.7,0.10099999999999999,0.3,0.5,J201245
661,2012,46,NOH,Darius Miller,University of Kentucky,3,102,1460,320,131,89,0.42,0.35100000000000003,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2,D201246
662,2012,47,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,0.25,0.2,0.0,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2,K201247
663,2012,48,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.8,-0.2,K201248
664,2012,49,ORL,Kyle O'Quinn,Norfolk State University,4,242,3414,1264,1022,261,0.495,0.24600000000000002,0.722,14.1,5.2,4.2,1.1,7.1,0.1,0.1,1.8,K201249
665,2012,50,DEN,Izzet Turkyilmaz,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I201250
666,2012,51,BOS,Kris Joseph,Syracuse University,1,10,54,9,7,1,0.14300000000000002,0.0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1,K201251
667,2012,52,GSW,Ognjen Kuzmic,,2,37,164,35,38,8,0.52,0.0,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-2.5,0.0,O201252
668,2012,53,LAC,Furkan Aldemir,,1,41,540,93,176,28,0.513,0.0,0.48100000000000004,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2,F201253
669,2012,54,PHI,Tornike Shengelia,,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3,T201254
670,2012,55,DAL,Darius Johnson-Odom,Marquette University,2,7,21,0,6,2,0.0,0.0,0.0,3.0,0.0,0.9,0.3,-0.3,-0.597,-23.2,-0.1,D201255
671,2012,56,TOR,Tomislav Zubcic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T201256
672,2012,57,NJN,Ilkan Karaman,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I201257
673,2012,58,MIN,Robbie Hummel,Purdue University,2,98,1397,379,266,50,0.418,0.34299999999999997,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3,R201258
674,2012,59,SAS,Marcus Denmon,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M201259
675,2012,60,LAL,Robert Sacre,Gonzaga University,4,189,2745,787,593,126,0.436,0.0,0.6709999999999999,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8,R201260
676,2013,1,CLE,Anthony Bennett,"University of Nevada, Las Vegas",3,128,1641,543,394,65,0.38799999999999996,0.256,0.657,12.8,4.2,3.1,0.5,0.0,0.001,-6.0,-1.7,A20131
677,2013,2,ORL,Victor Oladipo,Indiana University,3,224,7439,3551,976,904,0.431,0.33899999999999997,0.8079999999999999,33.2,15.9,4.4,4.0,9.7,0.063,0.3,4.3,V20132
678,2013,3,WAS,Otto Porter,Georgetown University,3,186,4027,1394,669,195,0.457,0.349,0.742,21.7,7.5,3.6,1.0,8.3,0.099,0.3,2.4,O20133
679,2013,4,CHA,Cody Zeller,Indiana University,3,217,4677,1600,1170,263,0.474,0.16699999999999998,0.752,21.6,7.4,5.4,1.2,12.7,0.131,0.1,2.5,C20134
680,2013,5,PHO,Alex Len,University of Maryland,3,189,3701,1221,1147,133,0.451,0.2,0.7140000000000001,19.6,6.5,6.1,0.7,4.9,0.064,-2.8,-0.7,A20135
681,2013,6,NOH,Nerlens Noel,University of Kentucky,2,142,4276,1491,1153,250,0.49,0.5,0.6,30.1,10.5,8.1,1.8,7.0,0.079,0.7,3.0,N20136
682,2013,7,SAC,Ben McLemore,University of Kansas,3,232,6300,2247,624,301,0.414,0.34600000000000003,0.7859999999999999,27.2,9.7,2.7,1.3,3.6,0.027000000000000003,-2.2,-0.3,B20137
683,2013,8,DET,Kentavious Caldwell-Pope,University of Georgia,3,238,6959,2618,693,302,0.408,0.327,0.765,29.2,11.0,2.9,1.3,10.0,0.069,-0.4,2.8,K20138
684,2013,9,MIN,Trey Burke,University of Michigan,3,210,5916,2547,524,872,0.384,0.32899999999999996,0.818,28.2,12.1,2.5,4.2,5.4,0.044000000000000004,-2.2,-0.3,T20139
685,2013,10,POR,C.J. McCollum,Lehigh University,3,180,4229,2291,398,432,0.44299999999999995,0.408,0.784,23.5,12.7,2.2,2.4,8.0,0.091,-0.3,1.8,C201310
686,2013,11,PHI,Michael Carter-Williams,Syracuse University,3,190,6212,2756,1066,1164,0.41200000000000003,0.255,0.69,32.7,14.5,5.6,6.1,3.3,0.025,-0.5,2.3,M201311
687,2013,12,OKC,Steven Adams,University of Pittsburgh,3,231,4982,1438,1388,171,0.565,0.0,0.551,21.6,6.2,6.0,0.7,13.5,0.13,1.0,3.8,S201312
688,2013,13,DAL,Kelly Olynyk,Gonzaga University,3,203,4218,1950,949,323,0.465,0.373,0.746,20.8,9.6,4.7,1.6,10.6,0.12,1.3,3.5,K201313
689,2013,14,UTA,Shabazz Muhammad,"University of California, Los Angeles",3,157,2838,1518,474,102,0.473,0.313,0.738,18.1,9.7,3.0,0.6,5.0,0.085,-3.6,-1.2,S201314
690,2013,15,MIL,Giannis Antetokounmpo,,3,238,7261,2905,1493,702,0.483,0.28,0.721,30.5,12.2,6.3,2.9,14.5,0.096,0.7,4.9,G201315
691,2013,16,BOS,Lucas Nogueira,,2,35,248,71,57,8,0.5770000000000001,0.33299999999999996,0.526,7.1,2.0,1.6,0.2,0.7,0.133,1.4,0.2,L201316
692,2013,17,ATL,Dennis Schroder,,3,206,3778,1830,428,759,0.419,0.324,0.795,18.3,8.9,2.1,3.7,3.9,0.05,-3.0,-0.9,D201317
693,2013,18,ATL,Shane Larkin,University of Miami,3,202,4105,1168,398,639,0.43,0.32799999999999996,0.762,20.3,5.8,2.0,3.2,3.0,0.035,-2.6,-0.6,S201318
694,2013,19,CLE,Sergey Karasev,,3,95,1110,287,140,87,0.395,0.282,0.8420000000000001,11.7,3.0,1.5,0.9,0.8,0.036000000000000004,-3.1,-0.3,S201319
695,2013,20,CHI,Tony Snell,University of New Mexico,3,213,3944,1119,499,193,0.396,0.35100000000000003,0.8140000000000001,18.5,5.3,2.3,0.9,4.5,0.054000000000000006,-2.9,-0.9,T201320
696,2013,21,UTA,Gorgui Dieng,University of Louisville,3,215,5231,1823,1494,328,0.516,0.29600000000000004,0.778,24.3,8.5,6.9,1.5,13.0,0.11900000000000001,2.2,5.5,G201321
697,2013,22,BRK,Mason Plumlee,Duke University,3,234,5102,1986,1448,360,0.57,0.0,0.583,21.8,8.5,6.2,1.5,15.5,0.146,2.0,5.2,M201322
698,2013,23,IND,Solomon Hill,University of Arizona,3,169,3473,1022,521,253,0.409,0.325,0.831,20.6,6.0,3.1,1.5,6.0,0.084,-0.4,1.4,S201323
699,2013,24,NYK,Tim Hardaway,University of Michigan,3,202,4420,1954,363,244,0.41200000000000003,0.35,0.826,21.9,9.7,1.8,1.2,5.8,0.063,-2.9,-1.0,T201324
700,2013,25,LAC,Reggie Bullock,University of North Carolina,3,116,1162,306,172,47,0.381,0.34299999999999997,0.818,10.0,2.6,1.5,0.4,1.5,0.061,-2.7,-0.2,R201325
701,2013,26,MIN,Andre Roberson,University of Colorado,3,177,3238,640,600,132,0.48100000000000004,0.27399999999999997,0.563,18.3,3.6,3.4,0.7,6.4,0.094,0.7,2.2,A201326
702,2013,27,DEN,Rudy Gobert,,3,188,4524,1347,1598,207,0.575,0.0,0.585,24.1,7.2,8.5,1.1,16.1,0.171,3.9,6.8,R201327
703,2013,28,SAS,Livio Jean-Charles,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L201328
704,2013,29,OKC,Archie Goodwin,University of Kentucky,3,150,2182,930,303,182,0.42,0.22899999999999998,0.6890000000000001,14.5,6.2,2.0,1.2,0.5,0.01,-4.5,-1.4,A201329
705,2013,30,PHO,Nemanja Nedovic,,1,24,142,26,15,13,0.205,0.16699999999999998,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.6,-0.3,N201330
708,2013,31,CLE,Allen Crabbe,University of California,3,147,2888,1033,298,144,0.447,0.385,0.85,19.6,7.0,2.0,1.0,5.6,0.094,-0.7,0.9,A201331
709,2013,32,OKC,Alex Abrines,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201332
710,2013,33,CLE,Carrick Felix,Arizona State University,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0.0,0.057,-4.7,0.0,C201333
711,2013,34,HOU,Isaiah Canaan,Murray State University,3,146,3156,1379,285,257,0.368,0.363,0.818,21.6,9.4,2.0,1.8,3.0,0.046,-2.6,-0.5,I201334
712,2013,35,PHI,Glen Rice,Georgia Institute of Technology,2,16,152,43,24,9,0.26899999999999996,0.25,0.6920000000000001,9.5,2.7,1.5,0.6,-0.2,-0.065,-7.3,-0.2,G201335
713,2013,36,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.8,-0.6,R201336
714,2013,37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,0.41700000000000004,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,1.3,0.1,T201337
715,2013,38,WAS,Nate Wolters,South Dakota State University,2,79,1556,459,183,208,0.426,0.261,0.635,19.7,5.8,2.3,2.6,1.0,0.03,-3.9,-0.7,N201338
716,2013,39,POR,Jeff Withey,University of Kansas,3,146,1601,505,387,57,0.53,0.0,0.7090000000000001,11.0,3.5,2.7,0.4,5.0,0.149,0.7,1.1,J201339
717,2013,40,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,0.26899999999999996,0.067,1.0,6.4,2.0,1.1,0.4,-0.1,-0.128,-8.4,-0.1,G201340
718,2013,41,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,0.415,0.462,1.0,7.3,1.8,1.0,0.4,0.0,-0.006,-5.4,-0.1,J201341
719,2013,42,PHI,Pierre Jackson,Baylor University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P201342
720,2013,43,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4,R201343
721,2013,44,DAL,Mike Muscala,Bucknell University,3,120,1282,468,288,66,0.505,0.32799999999999996,0.8590000000000001,10.7,3.9,2.4,0.6,3.7,0.13699999999999998,-0.6,0.5,M201344
722,2013,45,POR,Marko Todorovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M201345
723,2013,46,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,0.377,0.28800000000000003,0.857,8.7,3.1,0.7,0.8,0.1,0.011000000000000001,-5.1,-0.3,E201346
724,2013,47,ATL,Raul Neto,,1,81,1499,476,120,174,0.431,0.395,0.743,18.5,5.9,1.5,2.1,1.8,0.057999999999999996,-2.3,-0.1,R201347
725,2013,48,LAL,Ryan Kelly,Duke University,3,147,3015,956,486,207,0.381,0.313,0.7959999999999999,20.5,6.5,3.3,1.4,3.0,0.047,-2.2,-0.1,R201348
726,2013,49,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,0.231,0.0,0.0,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.1,-0.1,E201349
727,2013,50,ATL,James Ennis,"California State University, Long Beach",2,84,1380,471,218,69,0.431,0.373,0.813,16.4,5.6,2.6,0.8,2.8,0.099,-0.6,0.5,J201350
728,2013,51,ORL,Romero Osby,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R201351
729,2013,52,MIN,Lorenzo Brown,North Carolina State University,3,63,834,206,105,142,0.369,0.152,0.667,13.2,3.3,1.7,2.3,-0.2,-0.013000000000000001,-4.2,-0.5,L201352
730,2013,53,IND,Colton Iverson,Colorado State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C201353
731,2013,54,WAS,Arsalan Kazemi,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201354
732,2013,55,MEM,Joffrey Lauvergne,,2,83,1309,558,367,69,0.493,0.23199999999999998,0.825,15.8,6.7,4.4,0.8,2.3,0.086,-2.6,-0.2,J201355
733,2013,56,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3,P201356
734,2013,57,PHO,Alex Oriakhi,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201357
735,2013,58,SAS,Deshaun Thomas,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D201358
736,2013,59,MIN,Bojan Dubljevic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B201359
737,2013,60,MEM,Janis Timma,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J201360
738,2014,1,CLE,Andrew Wiggins,University of Kansas,2,163,5814,3062,667,334,0.449,0.304,0.76,35.7,18.8,4.1,2.0,6.2,0.051,-2.2,-0.3,A20141
739,2014,2,MIL,Jabari Parker,Duke University,2,101,3146,1378,533,172,0.49200000000000005,0.255,0.752,31.1,13.6,5.3,1.7,4.9,0.075,-2.1,-0.1,J20142
740,2014,3,PHI,Joel Embiid,University of Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J20143
741,2014,4,ORL,Aaron Gordon,University of Arizona,2,125,2660,962,676,161,0.466,0.289,0.6809999999999999,21.3,7.7,5.4,1.3,6.4,0.11599999999999999,0.4,1.6,A20144
742,2014,5,UTA,Dante Exum,,1,82,1817,393,131,198,0.349,0.314,0.625,22.2,4.8,1.6,2.4,-0.1,-0.003,-3.8,-0.8,D20145
743,2014,6,BOS,Marcus Smart,Oklahoma State University,2,128,3475,1081,477,393,0.35700000000000004,0.29600000000000004,0.72,27.1,8.4,3.7,3.1,5.8,0.08,0.9,2.6,M20146
744,2014,7,LAL,Julius Randle,University of Kentucky,2,82,2300,921,829,144,0.428,0.278,0.71,28.0,11.2,10.1,1.8,1.6,0.033,-3.7,-1.0,J20147
745,2014,8,SAC,Nik Stauskas,University of Michigan,2,146,2936,936,271,205,0.37799999999999995,0.325,0.802,20.1,6.4,1.9,1.4,1.0,0.016,-3.7,-1.3,N20148
746,2014,9,CHH,Noah Vonleh,Indiana University,2,103,1433,366,391,34,0.415,0.271,0.727,13.9,3.6,3.8,0.3,1.6,0.054000000000000006,-4.3,-0.8,N20149
747,2014,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,2,155,4634,1509,610,1001,0.43,0.306,0.569,29.9,9.7,3.9,6.5,4.5,0.047,-1.0,1.2,E201410
748,2014,11,DEN,Doug McDermott,Creighton University,2,117,2182,873,238,65,0.445,0.41,0.828,18.6,7.5,2.0,0.6,2.8,0.061,-3.8,-1.0,D201411
749,2014,12,ORL,Dario Saric,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D201412
750,2014,13,MIN,Zach LaVine,"University of California, Los Angeles",2,159,4196,1928,442,527,0.439,0.373,0.816,26.4,12.1,2.8,3.3,1.9,0.022000000000000002,-2.8,-0.8,Z201413
751,2014,14,PHO,T.J. Warren,North Carolina State University,2,87,1684,760,232,69,0.51,0.363,0.711,19.4,8.7,2.7,0.8,3.3,0.095,-1.5,0.2,T201414
752,2014,15,ATL,Adreian Payne,Michigan State University,2,84,1225,345,274,59,0.39299999999999996,0.244,0.653,14.6,4.1,3.3,0.7,-1.0,-0.039,-6.0,-1.2,A201415
753,2014,16,CHI,Jusuf Nurkic,,2,94,1650,689,557,90,0.435,0.0,0.628,17.6,7.3,5.9,1.0,1.9,0.057,-0.8,0.5,J201416
754,2014,17,BOS,James Young,University of Kentucky,2,60,531,134,68,22,0.341,0.25,0.515,8.9,2.2,1.1,0.4,0.4,0.034,-4.1,-0.3,J201417
755,2014,18,PHO,Tyler Ennis,Syracuse University,2,79,1065,327,110,168,0.41100000000000003,0.305,0.732,13.5,4.1,1.4,2.1,0.1,0.003,-5.5,-0.9,T201418
756,2014,19,CHI,Gary Harris,Michigan State University,2,131,3158,1120,284,176,0.433,0.315,0.8,24.1,8.5,2.2,1.3,3.3,0.05,-0.8,0.9,G201419
757,2014,20,TOR,Bruno Caboclo,,2,14,66,13,4,1,0.20800000000000002,0.3,0.0,4.7,0.9,0.3,0.1,-0.4,-0.28,-14.1,-0.2,B201420
758,2014,21,OKC,Mitch McGary,University of Michigan,2,52,557,227,183,17,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.10800000000000001,-3.1,-0.2,M201421
759,2014,22,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1,J201422
760,2014,23,UTA,Rodney Hood,Duke University,2,129,3605,1582,384,296,0.418,0.36,0.8320000000000001,27.9,12.3,3.0,2.3,8.1,0.10800000000000001,0.2,2.0,R201423
761,2014,24,CHH,Shabazz Napier,University of Connecticut,2,106,1612,464,168,227,0.361,0.34700000000000003,0.762,15.2,4.4,1.6,2.1,0.6,0.016,-3.5,-0.6,S201424
762,2014,25,HOU,Clint Capela,,2,89,1561,574,530,49,0.575,0.0,0.359,17.5,6.4,6.0,0.6,4.5,0.13699999999999998,0.0,0.8,C201425
763,2014,26,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,0.34299999999999997,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0,P201426
764,2014,27,PHO,Bogdan Bogdanovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B201427
765,2014,28,LAC,C.J. Wilcox,University of Washington,2,44,268,111,19,18,0.40399999999999997,0.381,0.7859999999999999,6.1,2.5,0.4,0.4,0.3,0.047,-3.8,-0.1,C201428
766,2014,29,OKC,Josh Huestis,Stanford University,1,5,55,14,10,0,0.41700000000000004,0.667,0.0,11.0,2.8,2.0,0.0,0.0,0.01,-7.4,-0.1,J201429
767,2014,30,SAS,Kyle Anderson,"University of California, Los Angeles",2,111,1603,424,316,151,0.44,0.313,0.732,14.4,3.8,2.8,1.4,3.8,0.113,0.8,1.1,K201430
770,2014,31,MIL,Damien Inglis,,1,20,156,36,31,10,0.35100000000000003,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2,D201431
771,2014,32,PHI,K.J. McDaniels,Clemson University,2,99,1587,576,242,82,0.397,0.28600000000000003,0.7609999999999999,16.0,5.8,2.4,0.8,0.8,0.024,-3.0,-0.4,K201432
772,2014,33,CLE,Joe Harris,University of Virginia,2,56,508,139,44,28,0.395,0.364,0.6,9.1,2.5,0.8,0.5,0.2,0.017,-4.6,-0.3,J201433
773,2014,34,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,0.34600000000000003,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8,C201434
774,2014,35,UTA,Jarnell Stokes,University of Tennessee,2,26,144,64,38,5,0.5710000000000001,0.0,0.5329999999999999,5.5,2.5,1.5,0.2,0.6,0.18899999999999997,0.3,0.1,J201435
775,2014,36,MIL,Johnny O'Bryant III,Louisiana State University,2,100,1225,300,240,49,0.395,1.0,0.5820000000000001,12.3,3.0,2.4,0.5,-0.2,-0.009000000000000001,-6.9,-1.5,J201436
776,2014,37,TOR,DeAndre Daniels,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D201437
777,2014,38,DET,Spencer Dinwiddie,University of Colorado,2,46,614,203,65,126,0.314,0.17300000000000001,0.746,13.3,4.4,1.4,2.7,0.2,0.013999999999999999,-4.4,-0.4,S201438
778,2014,39,PHI,Jerami Grant,Syracuse University,2,142,3443,1160,559,214,0.39399999999999996,0.278,0.633,24.2,8.2,3.9,1.5,2.7,0.037000000000000005,-2.1,-0.1,J201439
779,2014,40,MIN,Glenn Robinson III,University of Michigan,2,80,769,244,107,37,0.41700000000000004,0.33899999999999997,0.6829999999999999,9.6,3.1,1.3,0.5,0.9,0.055999999999999994,-4.1,-0.4,G201440
780,2014,41,DEN,Nikola Jokic,,1,80,1733,796,560,189,0.512,0.33299999999999996,0.8109999999999999,21.7,10.0,7.0,2.4,6.7,0.185,4.8,3.0,N201441
781,2014,42,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,0.34700000000000003,0.23800000000000002,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3,N201442
782,2014,43,ATL,Walter Tavares,,1,11,73,25,21,3,0.579,0.0,0.375,6.6,2.3,1.9,0.3,0.2,0.106,-2.3,0.0,W201443
783,2014,44,MIN,Markel Brown,Oklahoma State University,2,109,1763,579,229,130,0.382,0.297,0.7809999999999999,16.2,5.3,2.1,1.2,1.1,0.031,-2.7,-0.3,M201444
784,2014,45,CHH,Dwight Powell,Stanford University,2,98,1228,489,323,53,0.488,0.185,0.743,12.5,5.0,3.3,0.5,3.7,0.145,-0.4,0.5,D201445
785,2014,46,WAS,Jordan Clarkson,University of Missouri,2,138,4028,1928,504,398,0.43799999999999994,0.33799999999999997,0.815,29.2,14.0,3.7,2.9,4.5,0.054000000000000006,-1.0,1.0,J201446
786,2014,47,PHI,Russ Smith,University of Louisville,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2.0,0.6,0.7,-0.2,-0.068,-6.4,-0.1,R201447
787,2014,48,MIL,Lamar Patterson,University of Pittsburgh,1,35,395,84,50,39,0.35,0.245,0.727,11.3,2.4,1.4,1.1,0.2,0.025,-4.9,-0.3,L201448
788,2014,49,CHI,Cameron Bairstow,University of New Mexico,2,36,167,44,36,7,0.29600000000000004,0.2,0.846,4.6,1.2,1.0,0.2,-0.1,-0.021,-7.7,-0.2,C201449
789,2014,50,PHO,Alec Brown,University of Wisconsin-Green Bay,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201450
790,2014,51,NYK,Thanasis Antetokounmpo,,1,2,6,6,1,0,0.75,0.0,0.0,3.0,3.0,0.5,0.0,0.0,0.29100000000000004,-4.1,0.0,T201451
791,2014,52,PHI,Vasilije Micic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V201452
792,2014,53,MIN,Alessandro Gentile,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A201453
793,2014,54,PHI,Nemanja Dangubic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N201454
794,2014,55,MIA,Semaj Christon,Xavier University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S201455
795,2014,56,DEN,Roy Devyn Marble,University of Iowa,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.027999999999999997,-5.0,-0.3,R201456
796,2014,57,IND,Louis Labeyrie,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L201457
797,2014,58,SAS,Jordan McRae,University of Tennessee,1,22,195,99,20,25,0.436,0.455,0.75,8.9,4.5,0.9,1.1,0.4,0.087,-4.3,-0.1,J201458
798,2014,59,TOR,Xavier Thames,San Diego State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X201459
799,2014,60,SAS,Cory Jefferson,Baylor University,2,58,581,205,161,16,0.444,0.125,0.583,10.0,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4,C201460
800,2015,1,MIN,Karl-Anthony Towns,University of Kentucky,1,82,2626,1503,855,161,0.5429999999999999,0.341,0.8109999999999999,32.0,18.3,10.4,2.0,8.3,0.151,2.7,3.1,K20151
801,2015,2,LAL,D'Angelo Russell,Ohio State University,1,80,2259,1054,274,266,0.41,0.35100000000000003,0.737,28.2,13.2,3.4,3.3,0.0,0.001,-1.8,0.1,D20152
802,2015,3,PHI,Jahlil Okafor,Duke University,1,53,1591,928,373,65,0.508,0.16699999999999998,0.6859999999999999,30.0,17.5,7.0,1.2,1.2,0.037000000000000005,-4.1,-0.8,J20153
803,2015,4,NYK,Kristaps Porzingis,,1,72,2047,1028,526,93,0.42100000000000004,0.33299999999999996,0.838,28.4,14.3,7.3,1.3,4.3,0.102,0.1,1.1,K20154
804,2015,5,ORL,Mario Hezonja,,1,79,1413,478,176,109,0.433,0.349,0.907,17.9,6.1,2.2,1.4,0.9,0.028999999999999998,-2.8,-0.3,M20155
805,2015,6,SAC,Willie Cauley-Stein,University of Kentucky,1,66,1412,463,352,37,0.563,0.0,0.648,21.4,7.0,5.3,0.6,3.8,0.13,0.7,1.0,W20156
806,2015,7,DEN,Emmanuel Mudiay,,1,68,2068,872,232,372,0.364,0.319,0.67,30.4,12.8,3.4,5.5,-2.1,-0.049,-4.3,-1.2,E20157
807,2015,8,DET,Stanley Johnson,University of Arizona,1,73,1687,593,306,118,0.375,0.307,0.784,23.1,8.1,4.2,1.6,0.6,0.018000000000000002,-2.6,-0.2,S20158
808,2015,9,CHO,Frank Kaminsky,University of Wisconsin,1,81,1708,606,335,98,0.41,0.337,0.73,21.1,7.5,4.1,1.2,3.3,0.092,-1.2,0.3,F20159
809,2015,10,MIA,Justise Winslow,Duke University,1,78,2232,502,403,117,0.42200000000000004,0.276,0.684,28.6,6.4,5.2,1.5,2.5,0.054000000000000006,-0.6,0.8,J201510
810,2015,11,IND,Myles Turner,University of Texas at Austin,1,60,1367,619,332,41,0.498,0.214,0.727,22.8,10.3,5.5,0.7,3.1,0.109,-2.3,-0.1,M201511
811,2015,12,UTA,Trey Lyles,University of Kentucky,1,80,1382,488,299,59,0.43799999999999994,0.38299999999999995,0.695,17.3,6.1,3.7,0.7,2.3,0.079,-2.8,-0.3,T201512
812,2015,13,PHO,Devin Booker,University of Kentucky,1,76,2108,1048,187,200,0.423,0.34299999999999997,0.84,27.7,13.8,2.5,2.6,1.9,0.043,-3.1,-0.6,D201513
813,2015,14,OKC,Cameron Payne,Murray State University,1,57,698,283,85,108,0.41,0.324,0.792,12.2,5.0,1.5,1.9,1.4,0.09300000000000001,-1.3,0.1,C201514
