,0,1,2,3
83,Marcus Morris,-8.0945256071806639,-0.0061638288539111255,-1.8103076336810895
84,Reggie Bullock,-22.61581351976864,1.9719167408831089,-13.910233700495967
85,Kentavious Caldwell-Pope,-11.622058651950098,-0.11485372196320467,-2.2850674861837548
86,Anthony Bennett,-22.254064097335863,0.82382996465864933,2.9073317781605401
87,Randy Foye,-0.14790752685823483,-8.1403725446062118,-5.4263324922407792
88,Greivis Vasquez,-3.3397615180282219,-21.705154157511778,-2.5869622545979891
89,Luis Scola,7.1724082246598817,4.9912000642903118,9.4812029701622667
90,Trevor Booker,-7.8376797044524258,11.18091868834137,-0.35025848625008732
91,Jeremy Lin,-0.60017975246847388,-14.747120775448952,1.0635920336400888
92,Brook Lopez,20.790743655820702,9.949138889357263,15.744997819628969
93,Bojan Bogdanovic,-14.256624435186032,-0.40913294334503203,-2.0489522900212531
94,Evan Fournier,-7.2599501056008204,-4.2190938234064213,-1.4883380717786578
95,D.J. Augustin,7.5360804228163216,-12.796786611646192,-8.1051765737136758
96,Jeff Green,-1.9321212873352347,0.69214357180932162,4.611393902455303
97,Bismack Biyombo,-17.557234733923345,15.469148057655763,-3.055104204194953
98,Nikola Vucevic,1.3931053381832423,3.6712149145981168,16.715522748082922
99,C.J. Watson,-3.8325340882393939,-6.3460863437348394,-7.6184620646171082
100,Elfrid Payton,-10.026174510962997,-20.079613995597509,6.267191301371156
101,Aaron Gordon,-12.579144430218305,4.4654457592671237,0.028399356242510991
102,Serge Ibaka,7.8009867470740604,15.232463200656214,0.78046487302650269
103,Jodie Meeks,-4.0172878083236938,2.5878334948707038,-9.1494557843472428
104,Aaron Brooks,-1.126453887582717,-14.328779657528287,-0.5502603648058606
105,Al Jefferson,23.94016661714657,9.2687441308942127,14.839629112806824
106,Rodney Stuckey,6.7824745716101269,-8.6554716698216367,6.7842730131998499
107,Lavoy Allen,-14.847716568094386,8.0056308932936631,-0.29181639528704501
108,Monta Ellis,12.129470984266426,-11.562022601082608,10.49324804012182
109,Thaddeus Young,8.0060040278604969,6.7261813608095373,8.2941389422251302
110,Jeff Teague,8.6066321126581222,-17.791580619939339,2.1766837653078808
111,Paul George,5.1526768401098426,-8.6474522179254301,5.0939864144607512
112,C.J. Miles,-4.8532031005121832,-2.0654134764405718,-2.0250111864709242
113,Sasha Vujacic,-10.515684327713508,-2.7444276877333231,-11.70391581431373
114,Brandon Jennings,6.6588381311204383,-20.223101181297046,3.5501537315131961
115,Lance Thomas,-18.389246519763965,5.0404642629446039,-1.3735611435308051
116,Courtney Lee,-2.8941565187769478,2.3316924757111965,-6.5029340588187816
117,Joakim Noah,9.5887819302182251,8.6917111944919245,-0.50678117284523327
118,Justin Holiday,-21.1123844809749,-5.2346657358942821,-5.6209305684675854
119,Kyle O'Quinn,-14.788470954318122,1.2067153282200362,4.0272929639550226
120,Carmelo Anthony,54.537524422141637,3.0492999526070013,11.063524701198153
121,Derrick Rose,14.365991699756297,-20.027029067406062,15.487311639233315
122,James Johnson,-14.436908978209793,-1.9566012632431302,2.2694061989674235
123,Udonis Haslem,3.6487490372738103,14.408266710430045,-3.3580355680258012
124,Derrick Williams,-9.6930158206115795,4.3786354459194037,2.7944374674624379
125,Wayne Ellington,-13.758772035694069,-1.4696136919424336,-5.7052119525897895
126,Hassan Whiteside,-5.3633987891456112,16.098360893905792,13.341480771387918
127,Luke Babbitt,-17.675320536274203,0.71002340295920707,-10.198477719828077
128,Goran Dragic,15.177796401962908,-11.452126857183995,-2.2696121258041484
129,Josh McRoberts,-8.4452336807798627,0.13202448889029297,-8.5010750177682706
130,Chris Bosh,54.407308937004331,15.965137402828283,0.50815491276332125
131,Marcus Thornton,0.62325714349715322,-1.1874927653028311,0.75541937509392176
132,Bradley Beal,-5.4213265103323227,-9.8519923836202139,7.710835664087698
133,Jason Smith,-14.132191416270159,3.1995145472301307,4.9834271856357732
134,Andrew Nicholson,-17.036675510014703,2.6821445277786795,5.1129128258041625
135,Ian Mahinmi,-13.797167660147329,12.233323934619095,-0.44169133615511735
136,Otto Porter,-13.243194410891032,4.0027988747535934,-4.0802167669269709
137,John Wall,11.27325960638783,-29.114700016807479,11.768899708591153
138,Markieff Morris,-9.3466997630510189,-2.1194033459278616,8.8761290056220243
139,Marcin Gortat,8.8885633773090884,15.102524527201483,2.3744707650560346
140,Trey Burke,-7.8882335706837932,-19.022461060318882,3.314305193021521
141,Sergio Rodriguez,-12.724194976010683,-23.584380818701618,-3.8158239147980608
142,Gerald Henderson,-5.9624942595805228,-3.8356749555158811,6.8457052276216652
143,Robert Covington,-14.780626754940137,-5.9871936171724736,-2.3128797833634138
144,Nik Stauskas,-19.611520033461357,-4.9890288453305169,-8.364435756284621
145,Hollis Thompson,-15.828064324006363,0.91924490438049933,-8.4921080485050791
146,Nerlens Noel,-16.096314069476467,1.8302649356355165,10.605033903286291
147,Ersan Ilyasova,2.4570366416748497,6.8322623856047002,-0.046831090075239577
148,Brandon Bass,4.9111816602401817,12.288392998875072,0.90501042273888499
149,Raymond Felton,3.8424959943156618,-17.502429030931683,0.036009531420125647
150,Marreese Speights,-4.4459236164542588,6.9345361052939936,11.93767563691074
151,Jamal Crawford,27.265655891652663,-5.9704134341038042,-4.9019916439602573
152,Luc Mbah a Moute,-15.877774692267028,7.2204105699553871,-1.4829021272648888
153,Wesley Johnson,-18.397788080767253,-2.2978492141801015,-4.6252099955179142
154,Austin Rivers,-16.803937385202442,-6.8016102785914603,1.1228226374341086
155,DeAndre Jordan,8.7640053711735018,23.335521497091335,-3.9881049685093997
156,Paul Pierce,-9.8567120549436691,-3.0241691869171783,-1.5030815830374655
157,Chris Paul,99.193855444287607,-7.1919833951065169,-20.259452813099426
158,J.J. Redick,15.964157980073512,1.7223744906633605,-12.654563321621556
159,Blake Griffin,32.023179685759949,0.19932577763231313,16.30370383020092
160,Ian Clark,-19.138707697308206,-6.6169969234702579,-5.7532273895510979
161,Anderson Varejao,3.2805233249798449,15.339075198827826,-3.0736467543822088
162,Zaza Pachulia,2.2480904000688104,12.018638216580731,-0.20246348352725543
163,David West,28.428709480174341,7.6393105402545203,6.0117477883294148
164,Kevin Durant,70.683482899854326,4.9163521645481261,1.9936396520628663
165,Draymond Green,-5.6664066141225247,-4.5036173732056577,-4.9161545438823699
166,Shaun Livingston,-4.7261394980990117,-7.225589568387015,-2.3220031408961788
167,Andre Iguodala,26.913067795817742,0.01570171332444506,-9.2542450982657964
168,Klay Thompson,6.7127244498823755,-5.078806019942987,2.5531719453270192
169,Stephen Curry,48.498804132262656,-13.388629114757144,-5.9672156288826494
170,David Lee,32.455816563288991,13.263233195045965,2.4364765923269611
171,Dewayne Dedmon,-18.594013362938512,15.814145985227322,-0.0033149764739523633
172,Manu Ginobili,44.593453923156893,-2.4905067036784923,-10.516470652481237
173,Pau Gasol,68.700634953365494,15.897213313271338,-2.6512465318464247
174,LaMarcus Aldridge,39.077248218324485,11.341024160513996,11.032783174529198
175,Danny Green,-7.2724637844586715,-0.11827690746348359,-11.075882352012082
176,Kawhi Leonard,11.244415015811315,5.3852409588500771,-0.1977514031998367
177,Kyle Anderson,-19.743194004303028,-1.3738328861255238,-5.3937034080818256
178,Patty Mills,-5.434335018689251,-9.7669878815121685,-5.8747170366308206
179,Tony Parker,53.086350382726373,-7.4712785774278094,-1.7989378769252506
180,Joe Johnson,41.594563331710646,-0.63165323430655662,-6.1584030697837697
181,Jeff Withey,-15.642277688607551,13.961495676596115,-2.6302309564789543
182,Joe Ingles,-19.253977577920402,-7.0604699894176131,-13.654916520846768
183,Rodney Hood,-7.2378937784551987,-6.6562641617883118,-0.89369076145246795
184,Alec Burks,-6.9866092867261766,-4.4118918624137642,6.3514587744809372
185,Gordon Hayward,11.580850447038518,-5.438209298198073,0.37835030177752366
186,Derrick Favors,1.7070728720667918,9.9293420224335911,10.874279145554315
187,Boris Diaw,6.2183107636723349,-2.0191595387407535,-5.4416189671799335
188,George Hill,14.434774542463371,-1.1375977379734965,-9.6168574041231363
189,Rudy Gobert,-9.3624588651924636,14.676465280364097,0.91071797254537545
190,Shelvin Mack,-12.085188498439122,-17.893316369139729,-2.6397551094952494
191,Maurice Harkless,-16.603293886320106,5.4733817258547388,-2.1270276378414996
192,Festus Ezeli,-18.527350526287481,13.921237088782545,1.1772103332321415
193,Meyers Leonard,-14.080954673466204,4.7353825366790119,-5.8387678938053993
194,Allen Crabbe,-13.987389901404121,1.7642029958984735,-9.2878251428650067
195,Evan Turner,-14.340178454658879,-12.804742735659181,7.8988255386074577
196,Ed Davis,-0.30446552650880854,16.909845386204243,-1.4241464239185764
197,Al-Farouq Aminu,-16.227341881671364,3.305351258255754,-1.3723633276086249
198,Noah Vonleh,-22.99077699870114,7.9238475982775221,-2.1115333753528018
199,Shabazz Napier,-19.746999632508107,-15.095707487312628,-8.7234193732634857
200,C.J. McCollum,-4.6715521782123712,-10.911696032327736,5.9282061617410839
201,Damian Lillard,24.836739607480361,-16.061964743093682,2.724183442407746
202,Mason Plumlee,-5.6161567730067787,7.9693491638353784,4.2735454767585601
203,Enes Kanter,-0.010331377670850714,12.695779616572469,13.042757998333018
204,Kyle Singler,-14.382021843821006,5.3334067257352809,-7.8484207255850054
205,Jerami Grant,-19.48311615294924,-1.6785887518249261,0.97500522602773232
206,Anthony Morrow,1.5226475200850142,5.2596096092944702,-8.7110002749318252
207,Victor Oladipo,-7.2420999975780731,-13.392512221971213,10.549815947224435
208,Steven Adams,-11.77641154011371,15.622134616992058,-0.54367003700309635
209,Nick Collison,5.5608964936020158,16.062370219648166,-6.9967301934227004
210,Russell Westbrook,41.935734078437655,-18.976549932529647,11.897575107433175
211,Andre Roberson,-19.618692043959239,9.2267707047037302,-11.359414583632214
212,Bobby Brown,-17.369175943757291,-18.05641508146735,-0.38030221095207839
213,Nene,16.986929961938991,9.8435844793738276,2.1400621742196848
214,Eric Gordon,6.7289287205556905,-6.6152009328137007,1.3204348648503288
215,Ryan Anderson,12.448224316381125,8.3628735642765424,-4.6453144408609131
216,K.J. McDaniels,-20.743173943238048,-1.8566788177334062,0.16648232650415148
217,Corey Brewer,-12.005692258791848,-2.3303825325182648,2.6418773875304264
218,Patrick Beverley,-6.9628734317371332,-4.2841635699833827,-10.095848872858886
219,Trevor Ariza,-0.5644633954327376,0.58111677736998324,-5.2897728692022259
220,James Harden,51.149447636563849,-4.3721241570714371,-6.0405590175331829
221,Thomas Robinson,-20.329098229966895,6.122777377045276,9.2742787431620979
222,Tarik Black,-15.713788822964469,14.341302814618885,0.12286273294822436
223,Jordan Clarkson,-6.6523198275145994,-8.9726796410356506,8.8222409511078261
224,Timofey Mozgov,-9.2227944667784225,12.661193010778664,3.2490974499880534
225,Luol Deng,19.577638689331526,5.0407815345454177,2.0949564864511983
226,Lou Williams,17.764287655334805,-6.0861263909627867,-2.878234866133528
227,Nick Young,-3.3608886158738072,-1.4874226875678818,2.1688390410526535
228,Jose Calderon,32.273443287328433,-10.551506424344257,-18.704744296873962
229,Mike Conley,21.067165141033222,-10.529136177922167,-4.616877151899681
230,Chandler Parsons,4.5328115267581603,-1.9340635111549715,-2.2948422531467023
231,Brandan Wright,0.9096242503149975,18.204834518278854,0.12845899520192655
232,JaMychal Green,-16.109077192300738,5.4054209126478305,5.4194757452990796
233,Tony Allen,-8.170904007060809,3.5454845707697542,4.0716488214162014
234,Marc Gasol,20.765856915634242,6.0448689635574429,3.1434026068171184
235,Zach Randolph,30.583003278805084,9.8360245539549016,13.051607616465622
236,Vince Carter,-16.361085109078065,-0.51596470538806016,-4.710387423653053
237,Matt Barnes,0.096604404843566485,2.8028401063032344,-8.9243336383860292
238,Anthony Tolliver,-10.482805498621072,5.753308162168862,-14.215445471626294
239,Garrett Temple,-20.609077608580996,-4.9177107247974643,-8.3015984391106166
240,Arron Afflalo,6.5620079295673275,2.0811523268116012,-6.0538627659418065
241,Kosta Koufos,-9.0924883875331055,15.035249333447974,2.9352182458910479
242,Omri Casspi,-9.7350921574022369,1.6789050098958873,-2.9656594011452451
243,Darren Collison,10.449425993415474,-10.668580142910335,-1.653716484503287
244,Rudy Gay,11.235962276837284,-0.48013195808310172,10.558148506368026
245,Ben McLemore,-16.972170777567282,-2.3652610403602288,-3.0959484495111651
246,DeMarcus Cousins,7.6388117338611599,-3.7624801971740562,27.128123594138987
247,Jordan Hill,-7.4124414009733997,9.2573588013132433,8.2417174892765477
248,Brandon Rush,-17.278780726957368,0.53352001524812886,-7.5345507022562703
249,Cole Aldrich,-15.547374758697737,9.1018273246914987,1.4119093841109569
250,Zach LaVine,-9.3393236086433422,-14.153604368339685,5.283383190029717
251,Andrew Wiggins,-2.2604857228347375,-2.2229630362123585,16.802020940238982
252,Nikola Pekovic,0.60557404450263086,12.999552688520595,13.976027198440637
253,Gorgui Dieng,-8.2086586748312822,8.0577953406012011,1.875816997069667
254,Shabazz Muhammad,-8.4354606060163491,5.5919284507350264,9.130352366281917
255,Ricky Rubio,-2.7256641258622287,-24.973823617877571,-2.5326327234333963
256,Mike Miller,21.425386231760495,1.3646470497870686,-13.697554030515109
257,Darrell Arthur,-16.269565200872655,2.8005078069025693,4.4952742765633262
258,Will Barton,-13.118890964061322,-5.0514197878381308,3.9174788833241485
259,Jameer Nelson,14.016451209296649,-15.583101818381435,-5.0583692551777091
260,Jusuf Nurkic,-17.111073397316268,2.8317467770939189,15.215029131864418
261,Gary Harris,-15.90287417132761,-1.4505466730060579,-2.9786180423820303
262,Kenneth Faried,5.6905347452465174,14.531697962344069,9.0913003577919937
263,Wilson Chandler,-3.727314048355673,-0.20794799195981822,3.3474889606279823
264,Danilo Gallinari,13.112511040175479,4.3463285417003537,-6.6842500316737015
265,Leandro Barbosa,10.097924648740879,-2.0082323108285074,-3.4850349902168221
266,Jared Dudley,6.9880168179120563,7.403558987505475,-13.323994982509078
267,John Jenkins,-16.861940899404548,-2.3708813013708356,-6.2772886018093814
268,Brandon Knight,-3.778794385370333,-17.902749446454539,7.2171333593027214
269,Tyson Chandler,28.634593079408305,26.476184532551251,-10.655936670521278
270,Alex Len,-18.365721720975543,7.475195974124742,6.1690780913723779
271,P.J. Tucker,-10.115103169347202,6.0131444669493597,-6.5602559148133528
272,Eric Bledsoe,-2.0616167447438181,-14.660145057186213,4.4552493505976392
273,Dirk Nowitzki,-4.0241593704297829,-4.1701267727731199,11.605347777984745
274,Dwight Powell,-14.254772150133718,9.4224731217461688,1.1132874618334159
275,Deron Williams,48.141485871134535,-15.884673044294164,-8.3433719047149886
276,Harrison Barnes,-8.112702494747662,4.1331424179693617,-2.2188266745603009
277,J.J. Barea,-1.3575572085220304,-17.992305940888233,-0.24108723294729673
278,Wesley Matthews,10.771021088285934,2.4239924553257666,-8.4151083351605678
279,Devin Harris,19.855072347377256,-9.963621859184963,-5.0818044949924737
280,Andrew Bogut,3.0317519343249932,7.7963960736224509,4.4930724592786557
281,Solomon Hill,-17.91060843994676,-1.1782636400401245,-5.5783037960036657
282,Terrence Jones,-7.350577654541981,8.3616167320214778,4.8264947582206332
283,Langston Galloway,-13.616502124514414,-7.7625338898323983,-2.8702282816498741
284,E'Twaun Moore,-16.611550295139459,-6.4082054477757859,-2.9904917120561132
285,Dante Cunningham,-13.237707017186697,7.7824192294194745,-2.6500018862562791
286,Omer Asik,-13.713733081381358,14.30196924119468,0.9124479849704743
287,Alexis Ajinca,-14.886697400094967,7.1449871710562185,5.7682054511786625
288,Tyreke Evans,6.6826554959663342,-14.420581786917669,12.675280272196709
289,Jrue Holiday,1.0005194361889946,-20.62108808394828,7.0972471232393977
290,Anthony Davis,19.964895352235775,8.0349863637261745,18.746261699382032
291,Quincy Pondexter,-15.09942788548037,4.5283199006878503,-9.9178218846518167
292,James Jones,-6.2720240311880708,6.5662827196959146,-17.732970216846347
293,Richard Jefferson,31.232926465486198,7.7180416087337136,-7.6645772879181022
294,Chris Andersen,-0.20770867685502478,18.670823539080235,-5.6747271662969281
295,Tristan Thompson,0.11982489329741976,17.330197095530398,2.9907445198944864
296,Mo Williams,14.376695577123574,-14.609870492288071,-1.9517664106692847
297,Iman Shumpert,-17.257628801959932,-4.7715605435239432,-5.1544280861077159
298,Kevin Love,33.846707979723952,9.3060424447843495,1.788293549517717
299,Mike Dunleavy,14.968318279074751,2.2399996123274826,-9.3194794309651474
300,Channing Frye,-0.55036180854732775,4.8398070373110125,-6.2823519099601537
